Topic,Count,Name,Representation,Representative_Docs
27,38,27_すわち我国核兵器非人道性正確認識厳環境冷静認識二認識基づ核兵器国非核兵器国協力現実的実践的取り組み進めくこそ核兵器世界実現有効取り組み基本方針取り組り_立場従来一貫り立場立っ御指摘決議考場合厳環境認識核兵器国非核兵器国協力観点問題考反対ま_ま核兵器世界実現核兵器非人道性正確認識厳環境冷静認識下核兵器国非核兵器国協力得る実践的現実的対応行っけ我国基本的立場_我国ま是非核兵器非人道性科学的正確認識我国置北東アジア厳環境冷静認識二認識っり持っ上現実的具体的核兵器世界向け歩み進めけ考,"['すわち我国核兵器非人道性正確認識厳環境冷静認識二認識基づ核兵器国非核兵器国協力現実的実践的取り組み進めくこそ核兵器世界実現有効取り組み基本方針取り組り', '立場従来一貫り立場立っ御指摘決議考場合厳環境認識核兵器国非核兵器国協力観点問題考反対ま', 'ま核兵器世界実現核兵器非人道性正確認識厳環境冷静認識下核兵器国非核兵器国協力得る実践的現実的対応行っけ我国基本的立場', '我国ま是非核兵器非人道性科学的正確認識我国置北東アジア厳環境冷静認識二認識っり持っ上現実的具体的核兵器世界向け歩み進めけ考', '不拡散ど臨む部分ま我国ま唯一戦争被爆国核兵器使用世代わる大変被害正確認識持あわ我国置厳環境中国民生命財産守るどべこ冷静認識二認識バランス上現実的具体的政策考け思っ', '今総理触ま核兵器非人道性正確認識厳環境冷静認識下核兵器国非核兵器国協力得現実的実践的取組進めくこ積み重ね大事引続結果出す核兵器国参加重要核兵器国参加得上現実的実践的取組続けく重要っり訴けりま', '中ま決議通じ我国考方っり示アメリカ初め多く国々共同提案国賛同国集める努力続けわけ上他決議ど対応考今回国連総会第一委員会決議取り扱わけ際御指摘決議核禁条約交渉開始盛り込決議ま我国今北朝鮮核ミサイル初め厳現実直面中厳冷静認識点問題加今申上げま核兵器国全く関与形非核兵器国こ決議進めるり結果亀裂深めまこっ判断基づ反対わけ', '中我国厳環境中冷静認識政策進めけけ現実的漸進的核軍縮進めけけこっ対応っ', '御指摘オーストリア等提出ま核兵器禁止条約交渉決議厳環境認識核兵器国非核兵器国協力こっ点問題我国ま反対ま', '際御指摘核兵器非人道性厳環境冷静認識核兵器問題考る際我国ま大変重視考方']","['○内閣総理大臣（岸田文雄君）政府申上げ我国厳環境中ミサイル技術急速進歩発展我国国民命暮リスクこっ状況中どど進化ミサイル技術っり対応我国力用意本当意味国民命暮守るるど考けけ', '○岸田国務大臣ま先来委員質問聞りま我国唯一戦争被爆国核軍縮・不拡散ど臨む部分ま我国ま唯一戦争被爆国核兵器使用世代わる大変被害正確認識持あわ我国置厳環境中国民生命財産守るどべこ冷静認識二認識バランス上現実的具体的政策考け思っ', '○岸田国務大臣我国唯一戦争被爆国国際社会軍縮・不拡散議論リード当ま従来申上げ二認識すわち厳国際環境冷静認識核兵器非人道性正確認識二認識重要申上げま']"
28,37,28_北朝鮮挑発行為行我国ｅｅｚ内落下我国っ重大差迫っ脅威国際社会明白深刻挑戦到底看過暴挙_北朝鮮核_我国含む地域平和安定損上重大挑発行為累次国連安保理決議明白違反_ミサイル開発継続累次わる弾道ミサイル発射我国含む地域国際社会平和安全損上重大挑発行為断じ容認基本思っり,"['北朝鮮挑発行為行我国ｅｅｚ内落下我国っ重大差迫っ脅威国際社会明白深刻挑戦到底看過暴挙', '北朝鮮核', '我国含む地域平和安定損上重大挑発行為累次国連安保理決議明白違反', 'ミサイル開発継続累次わる弾道ミサイル発射我国含む地域国際社会平和安全損上重大挑発行為断じ容認基本思っり', 'ミサイル開発関連国連安保理決議明白違反北朝鮮前例頻度態様弾道ミサイル発射繰り返我国っ重大差迫っ脅威地域国際社会平和安全脅す断じ容認考り', '国民生活著く脅す我国重大挑発行為断固非難', 'ミサイル開発継続累次わる弾道ミサイル発射我国含む地域国際社会平和安全損上重大挑発行為断じ容認ま', 'ミサイル開発継続累次わる弾道ミサイル発射我国含む国際社会平和安全損上重大挑戦行為関連安保理決議明白違反わけござ', 'ミサイル開発新段階脅威我国含む地域国際社会明挑発行為断じ容認ま', 'よ申上げ弾道ミサイル発射落下地点我国極め近く我国重大脅威深刻懸念表']","['北朝鮮挑発行為行我国ＥＥＺ内落下我国っ重大差迫っ脅威国際社会明白深刻挑戦到底看過暴挙', '北朝鮮挑発行為行我国ＥＥＺ内落下我国っ重大差迫っ脅威国際社会明白深刻挑戦到底看過暴挙', '北朝鮮挑発行為行我国ＥＥＺ内落下我国っ重大差迫っ脅威国際社会明白深刻挑戦到底看過暴挙']"
29,36,29_今回経済推進法案経済多岐わる新課題取組法制上手当必要喫緊課題対応政府法案成立全力挙げまり_技術基盤抜本的強化取り組まり考り_本年十月一日生産基盤強化法施行同法基づく施策強力迅速進めける先頭立っっり取り組考_こ取組通じ重要物資安定供給確保進める経済推進まり考り,"['今回経済推進法案経済多岐わる新課題取組法制上手当必要喫緊課題対応政府法案成立全力挙げまり', '技術基盤抜本的強化取り組まり考り', '本年十月一日生産基盤強化法施行同法基づく施策強力迅速進めける先頭立っっり取り組考', 'こ取組通じ重要物資安定供給確保進める経済推進まり考り', '政府経済総合的効果的推進本法案成立向け全力取り組まり', 'こ状況っり踏ま我国産業強化抜本的対策検討け認識', 'こ観点省調達装備品等開発生産基盤強化法律案作成基本方針っり基盤強化装備品等調達基本的方向性記載く考', '技術基盤強化新国家戦略策定向け議論中関係省庁抜本的対策検討まり考る', 'サイバー能力抜本的強化取り組まりふ考り', 'よ省事業迅速適切実施国内産業維持強化図っ力抜本的強化実現考り']","['政府新利益率算定方式導入本国会提出開発・生産基盤強化法案基づく取組等通じ生産・技術基盤強化まり考る', '省将来わっ必要装備品適切取得る国内生産・技術基盤抜本的強化取り組まり考り', '産業言わ力省将来わっ必要装備品等適切取得る国内生産・技術基盤抜本的強化取り組まり考り']"
30,36,30_年末緊急的整備すべ五年間中期力計画規模将来わ強化力安定的維持令和九年度向け歳出歳入両面財源確保措置一体的決定考_役割っり果する水準不可欠考り_こ観点具体的事業積み上げ導出四十三兆円程度費規模力抜本的強化達成省_際財政規律守り費安定的確保観点財源在り方併検討まり,"['年末緊急的整備すべ五年間中期力計画規模将来わ強化力安定的維持令和九年度向け歳出歳入両面財源確保措置一体的決定考', '役割っり果する水準不可欠考り', 'こ観点具体的事業積み上げ導出四十三兆円程度費規模力抜本的強化達成省', '際財政規律守り費安定的確保観点財源在り方併検討まり', '七倍る約二千六百九十三億円計上りこ各種施策講じ員人的基盤強化まり考り', '対前年比一七', '九兆円程度財源確保る考り', '増取組紹介子供予算更強化費関係決取組見劣りわけ趣旨申上げ承知り', '際費安定的確保観点財源在り方併検討まり考', '大綱四度策定りま各大綱見直間隔ま昭和五十二年度以降係る計画大綱五一大綱けど平成八年度以降係る計画大綱〇七大綱十九年平成十七年度以降係る計画大綱一六大綱九年平成二十三年度以降係る計画大綱二二大綱六年りま今回大綱見直ま本年度中結論得るりけど二二大綱策定後三年形ろ思っり']","['対前年比一七・八％り実予算少伸びりま装備充実ま一七・八％過去中最大級伸び思っり', '税外収入今般今後五年間力強化経費充る四・六兆円確保踏ま年平均〇・九兆円程度財源確保る考り', '一昨日国会岸田総理答弁力強化取組比較問わ際政権交代以降保育受皿整備幼児教育保育無償化ど必要支援進め子供予算っり拡充説明中一例国際比較可能家族関係社会支出対ＧＤＰ比指標見る十年前二〇一二年度一・一％二〇二〇年度二・〇％増取組紹介子供予算更強化費関係決取組見劣りわけ趣旨申上げ承知り']"
31,34,31_林国務大臣台湾海峡平和安定日本国際社会安定っ重要ござま台湾めぐる問題対話平和的解決る期待日本政府一貫立場ござ_ま台湾有事可能性立場上答差控政府ま台湾海峡平和安定我国国際社会全体安定っ重要ま台湾めぐる問題対話平和的解決る期待従来一貫立場ござ_申上げま後段政府立場ござま台湾海峡平和安定我国国際社会全体安定っ重要ま台湾めぐる問題対話平和的解決る期待従来一貫立場ござ_上台湾海峡平和安定我国国際社会全体安全繁栄っ不可欠要素台湾めぐる問題対話平和的解決る期待政府従来一貫立場ござ,"['林国務大臣台湾海峡平和安定日本国際社会安定っ重要ござま台湾めぐる問題対話平和的解決る期待日本政府一貫立場ござ', 'ま台湾有事可能性立場上答差控政府ま台湾海峡平和安定我国国際社会全体安定っ重要ま台湾めぐる問題対話平和的解決る期待従来一貫立場ござ', '申上げま後段政府立場ござま台湾海峡平和安定我国国際社会全体安定っ重要ま台湾めぐる問題対話平和的解決る期待従来一貫立場ござ', '上台湾海峡平和安定我国国際社会全体安全繁栄っ不可欠要素台湾めぐる問題対話平和的解決る期待政府従来一貫立場ござ', '中国台湾武力侵攻可能性事柄性質上答差控思けど台湾海峡平和安定日本国際社会安定っ重要考り', '台湾有事日本有事議論承知り政府台湾海峡平和安定我国国際社会安定っ重要考り台湾めぐる問題対話平和的解決る期待従来一貫立場', '上台湾海峡平和安定我国国際社会安定重要台湾めぐる問題対話平和的解決る期待我国従来一貫立場', '台湾海峡平和安定我国国際社会全体安定っ重要台湾めぐる問題対話平和的解決る期待我国従来一貫立場ござ', '上台湾めぐる情勢安定南西地域含む我国っ大変重要台湾めぐる問題我国対話平和的解決る期待立場', '上先申上げま台湾有事仮定質問答差控けど台湾海峡平和安定我国国際社会安定っ重要']","['○国務大臣（林芳正君）台湾海峡平和安定我国国際社会全体安定っ重要台湾めぐる問題対話平和的解決る期待我国従来一貫立場ござ', '○林国務大臣台湾海峡平和安定日本国際社会安定っ重要ござま台湾めぐる問題対話平和的解決る期待日本政府一貫立場ござ', '○林国務大臣台湾海峡平和安定日本国際社会安定っ重要ござま台湾めぐる問題対話平和的解決る期待日本政府一貫立場ござ']"
32,32,32_上スタンドオフミサイル相手艦艇上陸部隊等対処目的通常弾頭精密誘導ミサイルわゆる攻撃的兵器異り憲法専守基本方針下許容る自衛必要最小限度範囲超る考り_よ御指摘イラクシーア派スンニ派衝突戦闘行為当る否当該行為行者国又国準る組織該当否当該行為国際的武力紛争一環行わる否当該実態応じ国際性計画性組織性継続性等観点活動実施区域個別具体的判断べ_反撃能力関我国武力攻撃発生手段弾道ミサイル等攻撃行わ場合武力行使三要件基づ攻撃防ぐむ得必要最小限度自衛措置りあく相手武力攻撃受け場合必要最小限度自衛措置観点専守整合る考_浜田国務大臣外国航空機許可く他国領空侵入場合国際法上被侵犯国必要措置取る認めり領空侵犯機法第八十四条基づ武器使用含む必要措置取る可能実際取るる措置個別具体的状況応じ判断る一概申上げる困難よ取り得る措置適切行っまり思,"['上スタンドオフミサイル相手艦艇上陸部隊等対処目的通常弾頭精密誘導ミサイルわゆる攻撃的兵器異り憲法専守基本方針下許容る自衛必要最小限度範囲超る考り', 'よ御指摘イラクシーア派スンニ派衝突戦闘行為当る否当該行為行者国又国準る組織該当否当該行為国際的武力紛争一環行わる否当該実態応じ国際性計画性組織性継続性等観点活動実施区域個別具体的判断べ', '反撃能力関我国武力攻撃発生手段弾道ミサイル等攻撃行わ場合武力行使三要件基づ攻撃防ぐむ得必要最小限度自衛措置りあく相手武力攻撃受け場合必要最小限度自衛措置観点専守整合る考', '浜田国務大臣外国航空機許可く他国領空侵入場合国際法上被侵犯国必要措置取る認めり領空侵犯機法第八十四条基づ武器使用含む必要措置取る可能実際取るる措置個別具体的状況応じ判断る一概申上げる困難よ取り得る措置適切行っまり思', '武力行使目的持っ他国領土領海領空派遣一般自衛必要最小限度超る憲法上許考り', '武力行使目的っ他国領土領海領空派遣一般的自衛必要最小限度超る憲法上許考り', '木村大臣政務官尋ね反撃能力ま弾道ミサイル等攻撃行わる場合ミサイルシステム迎撃追求け相手攻撃防ぐ困難む得考る場合他手段む得必要最小限度自衛措置行使考り', '敵基地攻撃専守逸脱議論承知り反撃能力弾道ミサイル等攻撃行わ場合武力行使三要件基づ攻撃防ぐむ得必要最小限度自衛措置行使専守逸脱ま', '憲法専守基本方針下許容る自衛必要最小限度範囲超る考り', '御指摘田中総理答弁我国基本的方針こ専守趣旨説明あわ相手基地攻撃く述べり武力行使目的持っ武装部隊他国領土領海領空派遣わゆる海外派兵一般的憲法上許こ述べ認識り']","['言「国際的武力紛争」国家又国家準る組織間行わ生じるど今回イラク行わ対応中戦闘行為イラク特措法中戦闘行為該当思っり', '上スタンドオフミサイル相手艦艇上陸部隊等対処目的通常弾頭精密誘導ミサイルわゆる攻撃的兵器異り憲法専守基本方針下許容る自衛必要最小限度範囲超る考り', '上スタンドオフミサイル相手艦艇上陸部隊等対処目的通常弾頭精密誘導ミサイルわゆる攻撃的兵器異り憲法専守基本方針下許容る自衛必要最小限度範囲超る考り']"
33,31,33_国民信頼大く揺大変残念考り_ぐ支持者け今回事案発生本当残念思っり_自身深く感じ入り一昨年東日本大震災折北澤大臣始め大変皆力ま_今月五日佐賀県発生ヘリコプター墜落事故ま国民命平和暮守るべ住民方々安全脅多大被害生じ極め遺憾心わび申上げ,"['国民信頼大く揺大変残念考り', 'ぐ支持者け今回事案発生本当残念思っり', '自身深く感じ入り一昨年東日本大震災折北澤大臣始め大変皆力ま', '今月五日佐賀県発生ヘリコプター墜落事故ま国民命平和暮守るべ住民方々安全脅多大被害生じ極め遺憾心わび申上げ', '国民信頼大く揺るす極め大問題大変強危機感感じり', '国民信頼損わめる重く受けめ再発防止策徹底まり', '事故住民方々安全脅す員生命安全関わる事柄省', '事故住民方々安全脅す員生命安全わる事柄省', '上例今後東日本大震災経験踏ま考ま災害省果す役割重要認識りアクセス大変重要思っり', '一昨年発生ま北澤前大臣っゃ大変力ま東日本大震災様々教訓二二大綱以降得思っり']","['事故住民方々安全脅す員生命安全わる事柄省・国民信頼損わめる重く受けめ再発防止策徹底まり', 'ま初め昨年来明不祥事事件事故ど長年築省・国民信頼大く揺大変残念考り', 'ま初め昨年来明りま不祥事事件事故ど長年築省・国民信頼大く揺大変残念考り']"
34,31,34_環境急速厳増す中力持続性強靱性基盤る施設十分機能発揮確保重要認識り_こ中各種活動継続的実施る十分数量弾薬確保装備品可動数増加地下化構造強化等施設抗堪性向上こっ取組重要認識り_具体的力抜本的強化当っ既存部隊見直民間委託部外力活用戦闘様相変化踏ま旧装備品用途廃止早期除籍等戦車火砲数量減省人化無人化装備導入加速等所要人員削減取組推進対応まり考り_スタンドオフ能力無人アセット能力等将来力中核る分野抜本的強化現有装備品最大限活用可動率向上弾薬確保主要施設強靱化投資加速重点的取り組く考,"['環境急速厳増す中力持続性強靱性基盤る施設十分機能発揮確保重要認識り', 'こ中各種活動継続的実施る十分数量弾薬確保装備品可動数増加地下化構造強化等施設抗堪性向上こっ取組重要認識り', '具体的力抜本的強化当っ既存部隊見直民間委託部外力活用戦闘様相変化踏ま旧装備品用途廃止早期除籍等戦車火砲数量減省人化無人化装備導入加速等所要人員削減取組推進対応まり考り', 'スタンドオフ能力無人アセット能力等将来力中核る分野抜本的強化現有装備品最大限活用可動率向上弾薬確保主要施設強靱化投資加速重点的取り組く考', '上先申上げ環境対峙ざ国民命守り抜く力抜本的強化一刻猶予待っ課題国家戦略等原油装備品最大限活用可動率向上弾薬燃料確保主要施設強靱化投資加速スタンドオフ能力将来中核る能力強化今後五年間最優先課題取り組むり', '削減及ぼす影響認識規模縮小装備近代化等力低下防止考方っ認識よろょ', 'ビルド徹底装備等最適化実施人口減少少子高齢化踏ま無人化省人化最適化徹底く考', '力抜本的強化当っ省自大胆資源最適配分取り組む不可欠考りスクラップ', 'シミュレーション踏ま最優先課題可動率向上弾薬燃料確保主要施設強靱化スタンドオフ能力強化ミサイルシステム反撃能力組み合わ統合防空ミサイル能力強化宇宙サイバー電磁波等新領域対応南西地域体制強化ど必要る力内容積み上げ費規模導出総額御指摘当考り', 'よ力抜本的強化当っ既存部隊見直民間委託部外力活用戦闘様相変化踏ま旧式装備品用途廃止早期除籍等戦車火砲数量減省人化無人化装備導入加速等所要人員削減取組推進現在自衛官総定数維持まま省自大胆資源最適配分っり取り組む所要人数増対応まりふ考り']","['力抜本的強化当っ省自大胆資源最適配分取り組む不可欠考りスクラップ・アンド・ビルド徹底装備等最適化実施人口減少少子高齢化踏ま無人化省人化最適化徹底く考', '環境急速厳増す中力持続性強靱性基盤る施設十分機能発揮確保重要認識り', '環境急速厳増す中力持続性強靱性基盤る施設十分機能発揮確保重要認識り']"
35,30,35_尖閣諸島めぐる情勢含む東シナ海南シナ海一方的現状変更試み我国周辺軍事活動拡大活発化日本含む地域国際社会上強懸念_中国透明性欠拡大尖閣諸島めぐる情勢含む東シナ海南シナ海一方的現状変更試み我国周辺軍事活動拡大活発化日本含む地域国際社会上強懸念_こ省中国海軍海警ぞ個別動向けく両者連携留意尖閣諸島周辺含む我国周辺中国活動情報収集分析警戒監視努めく必要考り_省ま近年東シナ海中国活動急速活発化踏ま海上連絡メカニズム早期運用開始大変重要思っり,"['尖閣諸島めぐる情勢含む東シナ海南シナ海一方的現状変更試み我国周辺軍事活動拡大活発化日本含む地域国際社会上強懸念', '中国透明性欠拡大尖閣諸島めぐる情勢含む東シナ海南シナ海一方的現状変更試み我国周辺軍事活動拡大活発化日本含む地域国際社会上強懸念', 'こ省中国海軍海警ぞ個別動向けく両者連携留意尖閣諸島周辺含む我国周辺中国活動情報収集分析警戒監視努めく必要考り', '省ま近年東シナ海中国活動急速活発化踏ま海上連絡メカニズム早期運用開始大変重要思っり', '現下情勢下我国周辺海空域ロシア活動活発化懸念すべ省引続緊張感持っロシア軍動向情報収集警戒監視行っまり', '浜田国務大臣ロシア軍事動向頭残っるわけロシア我国周辺軍事活動活発化傾向近年中国軍爆撃機共同飛行艦艇共同航行実施ど中国軍事面連携強化事実まこロシア軍事動向我国含むインド太平洋地域中国戦略的連携相まっ上強懸念認識る', '東シナ海南シナ海アジア考大変重要地域わけけど外相宣言中ま東シナ海状況触るわけけど尖閣諸島指ふ考り', '我国周辺極東ロシア量的大幅削減依然核戦力含む大規模存在朝鮮半島台湾海峡めぐる問題ど不透明不確実要素残指摘北朝鮮軍事的動地域重大不安定要因国際的拡散防止努力深刻課題認識示', '尖閣諸島めぐる情勢東シナ海南シナ海一方的現状変更試み日本周辺軍事活動拡大活発化日本含む地域国際社会上強懸念', '周辺国主権侵害東アジア重大脅威']","['現下情勢下我国周辺海空域ロシア活動活発化懸念すべ省引続緊張感持っロシア軍動向情報収集警戒監視行っまり', '尖閣諸島めぐる情勢含む東シナ海南シナ海一方的現状変更試み我国周辺軍事活動拡大活発化日本含む地域国際社会上強懸念', '尖閣諸島めぐる情勢含む東シナ海南シナ海一方的現状変更試み我国周辺軍事活動拡大活発化日本含む地域国際社会上強懸念']"
36,30,36_あわ低周波問題問題ま省まっり連携必要応じ実態把握適切対応考け問題認識り_鈴木副大臣ま混乱極め状況中まけどま退避実現安心アクセス確保向け様々手検討結果機派遣等々含めこっ結果ま当時状況踏ま政府判断適切考_予備自衛官等訓練行部隊側事情必全員自職域特技応じ訓練行わけ承知りよ省引続予備自衛官等御意見等踏ま士気高揚図る観点運用実効性向上観点含め訓練見直不断検討行っまり考り_上先申上げま訓練実施場合十分安全確保上適切時期場所実施申上げふ思,"['あわ低周波問題問題ま省まっり連携必要応じ実態把握適切対応考け問題認識り', '鈴木副大臣ま混乱極め状況中まけどま退避実現安心アクセス確保向け様々手検討結果機派遣等々含めこっ結果ま当時状況踏ま政府判断適切考', '予備自衛官等訓練行部隊側事情必全員自職域特技応じ訓練行わけ承知りよ省引続予備自衛官等御意見等踏ま士気高揚図る観点運用実効性向上観点含め訓練見直不断検討行っまり考り', '上先申上げま訓練実施場合十分安全確保上適切時期場所実施申上げふ思', '会合各在日米軍各軍飛行安全多数専門家参加りぞ専門的知識経験有日米間意見交換情報共有実施一層相互理解深める重要機会考り', 'よ運用上有用性高施設平素柔軟利用る関係省庁地方自治体関係団体御協力ける努めまり考り', '再度説明会開催予定ま宮古島陸自部隊配備南西態勢強化る極め重要取組省地元皆様御懸念払拭丁寧説明努め宮古島調整保良鉱山地区施設整備着実進めまり考り', 'よ員食事必要予算確保上隊員嗜好踏ま工夫提供引続隊員食事充実努めまり考り', 'ま省ま尋ね原状回復費用負担在り方含め沖縄市等々調整適切対応まりふ考り', 'ま宮古島陸自部隊配備南西態勢強化る極め重要取組省丁寧説明努め宮古島市調整保良鉱山地区施設整備着実進めまり考ござ']","['イージス・アショア候補地ま現在検討行っ今後こ踏ま省候補地る皆様影響生じ必要応じ対策講じる問題丁寧説明行っまり考り', 'こ踏まま省・知見活用他無線局テレビ受信等影響出細心注意払ま候補地る住民皆様影響生じ十分調査行っ上必要応じ対策講じ丁寧説明まり考り', '委員御指摘共同使用在日米軍施設・区域内周辺活動行在日米軍地元コミュニティー円滑コミュニケーション促進地域社会活性化災害時御地元皆様方安全確保ど資面考り']"
37,29,37_台湾海峡平和安定我国国際社会安定っ重要_林国務大臣台湾海峡平和安定我国国際社会全体安定っ重要ござ_上台湾海峡平和安定我国国際社会安定っ重要_台湾海峡平和安定我国国際社会全体安定っ重要ござ,"['台湾海峡平和安定我国国際社会安定っ重要', '林国務大臣台湾海峡平和安定我国国際社会全体安定っ重要ござ', '上台湾海峡平和安定我国国際社会安定っ重要', '台湾海峡平和安定我国国際社会全体安定っ重要ござ', '台湾海峡平和安定日本国際社会安定っ重要ござ', '台湾海峡平和安定日本国際社会安定っ重要', '上台湾海峡平和安定我国国際社会全体安定っ重要', '台湾海峡平和安定我国ござ国際社会安定っ重要考り', '台湾海峡平和安定我国国際社会安定っ重要事柄認識り', '台湾海峡平和安定我国国際社会全体安定っ重要']","['○林国務大臣台湾海峡平和安定我国国際社会全体安定っ重要ござ', '台湾海峡平和安定我国国際社会安定っ重要', '○林国務大臣台湾海峡平和安定我国国際社会全体安定っ重要ござ']"
38,27,38_内閣総理大臣_岸田文雄君_ま御指摘量子技術ａｉ最先端技術技術活用大変重要観点思_岸田内閣総理大臣大規模接種取組政府強姿勢示す意味大変重要対応認識,"['内閣総理大臣', '岸田文雄君', 'ま御指摘量子技術ａｉ最先端技術技術活用大変重要観点思', '岸田内閣総理大臣大規模接種取組政府強姿勢示す意味大変重要対応認識', '資源安定的安価供給確保活力我国経済っ不可欠国家上課題認識り', '種子法関今農水大臣答弁り食料観点種子守る大事課題認識り', '河野議員御指摘り再生可能エネルギー導入エネルギー強化低炭素社会創出等観点大変重要ござ', '林幹雄君', '御質問農協改革ｔｐｐ日米条約関係御質問関係意味合ど取るま少く具体的直接的影響認識', '御指摘農地農業用水農業生産基礎的資源食料観点踏ま次世代継承図っく重要考']","['○内閣総理大臣（岸田文雄君）委員御指摘国考る場合食料切り口国民生活守る観点大変重要取組認識', '○内閣総理大臣（岸田文雄君）具体的対応今大臣答弁り予算増額等踏ま執行一層襟正く大変重要認識', '○内閣総理大臣（岸田文雄君）今大臣答弁ま国内産業大変厳現状認識']"
39,27,39_上我省_け隊員命失わ大臣痛恨極みござ_省るべく速国家会議開催くそ求めまり考り_省むろ聞けけま,"['上我省', 'け隊員命失わ大臣痛恨極みござ', '省るべく速国家会議開催くそ求めまり考り', '省むろ聞けけま', '正軍事知識議論上決欠ちゃぬふ思っ深く勉強すべ思わけ', '来ほく気持ちり日本考我市けく一段高日本考考ざる得ござ', '日本理事会常任理事国るべる資格っ言けけ思っり', '我国考こ発言控け申上げり', '我国どべ他国言わるふ思っり', '引続ま我国ま我国上っり対応情報収集行っけ考']","['こ現実まざま課題念頭置我国考く当然思', '上我省・るまざま検討思っり', '今後まざまど教訓生っり省・そ思っり']"
40,27,40_こ考方下現下エネルギー価格物価高騰対策経済取組強化周辺国ｇ７始め有志国関係国際機関等連携くｃｐｔｐｐ等多国間二国間経済連携協定駆使様々政策目的達成くっ我国国益確保くこ取組外交通じ進めけ_首脳間直接り取り通じ政治経済文化国民交流あゆる分野交流協力一層強化肩並べ日中両国地域国際的課題共取り組むそ新時代ふわ日中関係在り方示思っり_今後日印協力自由開インド太平洋目指っり進めまり思_まｎａｔｏ信頼る必然パートナーま我国欧州インド太平洋不可分こ認識下法支配基づく自由開国際秩序維持強化日,"['こ考方下現下エネルギー価格物価高騰対策経済取組強化周辺国ｇ７始め有志国関係国際機関等連携くｃｐｔｐｐ等多国間二国間経済連携協定駆使様々政策目的達成くっ我国国益確保くこ取組外交通じ進めけ', '首脳間直接り取り通じ政治経済文化国民交流あゆる分野交流協力一層強化肩並べ日中両国地域国際的課題共取り組むそ新時代ふわ日中関係在り方示思っり', '今後日印協力自由開インド太平洋目指っり進めまり思', 'まｎａｔｏ信頼る必然パートナーま我国欧州インド太平洋不可分こ認識下法支配基づく自由開国際秩序維持強化日', '刑事司法協力ど幅広分野協力進める政治経済統合体ふ認識り', '世界主要国米国英国豪州等主要国中自国内法明確規定国承知', '同志国連携強化経済等取り組む実現貢献まり考り', '上我国国家戦略ま自由開国際秩序維持強化協力わゆる同志国等連携強化りま本協定連携強化効果的進める取組一申上げ思', '多国間現実枠組み今申上げ世界パートナー信頼関係協力関係構築重層的組み合わ考くアジア現実的対応考', 'ま基本的我国引続日中戦略対話日中安保対話分野既存対話早期再開不測事態発生回避防止枠組み構築向け中国側働け続けけ考']","['法支配基づく秩序国際社会貫徹地域全体ひ世界平和繁栄確保重要考り認識下例法支配基づく自由開インド太平洋ビジョン下協力・交流取組ど推進まり', 'そ中外交分野ま世界開貿易投資立国維持厳増す東アジア情勢権威主義的国家台頭国際環境変化応じ戦略的外交・同志国連携強化経済等取り組む実現貢献まり考り', 'ＥＵ御指摘まＥＵ欧州連合条約基づ経済通貨統合共通外交・政策警察・刑事司法協力ど幅広分野協力進める政治経済統合体ふ認識り']"
41,26,41_今般日_日英間安保_加円滑化協定締結実施共同訓練災害救助等部隊間協力活動実施円滑化る部隊間相互運用性向上期待日豪日英間協力関係更る発展資考_カナダフランス協力拡大中ａｃｓａ締結両国軍隊間緊密協力促進我国ま資申上げよろ思,"['今般日', '日英間安保', '加円滑化協定締結実施共同訓練災害救助等部隊間協力活動実施円滑化る部隊間相互運用性向上期待日豪日英間協力関係更る発展資考', 'カナダフランス協力拡大中ａｃｓａ締結両国軍隊間緊密協力促進我国ま資申上げよろ思', 'モンゴルｅｐａ締結一契機外交経済文化人的交流等あゆる分野モンゴル協力関係更強化考り', '中英国側提案受け今回交渉行署名行っわけ日英ａｃｓａこ状況中締結英国軍間緊密協力促進我国資我国我国国際社会平和安全積極的寄与こっっく認識り', 'モンゴル間協力活発化観点意義認識', '加円滑化協定締結実施共同訓練災害救助等部隊間協力活動実施円滑化る部隊間相互運用性向上期待日豪日英間協力関係更る発展資考り', 'カナダフランス協力拡大中ａｃｓａ締結カナダ軍フランス軍間緊密協力促進我国資我国国際社会平和安全積極的貢献寄与っく考次第ござ', 'よ日豪間協力更深化く豪州国防軍実践的形連携強化く重要考り']","['今般日・モンゴルＥＰＡ締結両国間良好関係基礎貿易拡大投資環境改善等経済面意義政治含め総合的関係強化寄与認識', '日英間安保・協力拡大踏まアジア欧州互最緊密上パートナー日英両国ＡＣＳＡ締結英国軍間緊密協力促進我国我国国際平和安全積極的寄与上必要考り', '今般日・モンゴルＥＰＡ締結経済面政治含め総合的二国間関係強化資戦略的パートナーシップ強化大く貢献考']"
