Topic,Count,Name,Representation,Representative_Docs
9,76,9_け力政策正直多分国民皆そろそろわっ思_金子恵美君民主党三〇年代ゼロそ考方出まけど総理見直くふ思_総理大臣る人担当環境省大臣っけ重責ぜ野田総理っ膝詰め話っ_本当す解体視聴者初め見聞特殊専門分野テーマ番組け視聴者大る誤解与強言っよ思,"['け力政策正直多分国民皆そろそろわっ思', '金子恵美君民主党三〇年代ゼロそ考方出まけど総理見直くふ思', '総理大臣る人担当環境省大臣っけ重責ぜ野田総理っ膝詰め話っ', '本当す解体視聴者初め見聞特殊専門分野テーマ番組け視聴者大る誤解与強言っよ思', '総理言っるゼロリスク総理言っね', '自分自身県会安全前提動よ二〇〇四年県会議員一人賛成まっよ大丈夫ろ安全神話寄りっ', '自民党今後ベース電源使ど閣議決定二月控話けど継続向っ思りま', '萩生田国務大臣率直読先生自分解釈ひど話思よ核ミサイルリスク日本じゃっそ言っまよ', '認めるけど安全性徹底追求方々り割合少っ見', '野田国務大臣ちっ想定例事故等起こっね']","['○田嶋（要）委員言葉語同じ話まわけこそ本当立ちどまっ考る必要自身り与党野党立場けど事故衝撃程度我事受けめ', '次田中委員尋ね思田中委員御発言り「ち止める日本変け思っ', '○国務大臣（玄葉光一郎君）政府答弁ちょっ責任者じゃ今ちょっ申上げくけど少く理解クリーンエネルギーよく使わ言葉っぱり入思']"
10,75,10_環境技術活用アジアエネルギー_力政策安全確保大前提力発電核燃料サイクル等着実推進地球温暖化対策貢献る取り組まり_安全最優先力政策進め安定的エネルギー供給確立_依存度中期的下げく中イノベーション実現温暖化対策る再生可能エネルギー蓄電池等普及,"['環境技術活用アジアエネルギー', '力政策安全確保大前提力発電核燃料サイクル等着実推進地球温暖化対策貢献る取り組まり', '安全最優先力政策進め安定的エネルギー供給確立', '依存度中期的下げく中イノベーション実現温暖化対策る再生可能エネルギー蓄電池等普及', '徹底省エネルギー再生可能エネルギー最大限導入可能限り依存度低減力規制委員会新規制基準適合認め力発電所進めまり', '環境協力進めるど総合的エネルギー政策取り組まり', '省エネルギー', '核燃料サイクル含め推進予算削減新エネルギー再生可能エネルギー中心代替エネルギー普及省エネ分野重点化すべ', '次世代革新炉開発エネルギー安定供給エネルギー安全保障ねカーボンニュートラル資力利用観点重点的取り組む大切考り', '吉野委員温暖化対策ｃｏ2削減最大力発電所思']","['依存度中期的下げく中イノベーション実現温暖化対策る再生可能エネルギー蓄電池等普及・促進省エネ創エネ蓄エネ推進強力取り組み', '省エネルギー・新エネルギー推進バイオエタノール導入促進含む次世代自動車燃料イニシアティブ推進安全確保大前提核燃料サイクル含む力発電推進図る石油自主開発推進等資源安定供給確保我国すぐエネルギー・環境技術活用アジアエネルギー・環境協力進めるど総合的エネルギー政策取り組まり', '省エネルギー新エネルギー推進バイオエタノール導入促進含む次世代自動車燃料イニシアティブ推進安全確保大前提核燃料サイクル含む力発電推進図る石油自主開発推進等資源安定供給確保我国優エネルギー・環境技術活用アジアエネルギー・環境協力進めるど総合的エネルギー政策取り組まり']"
11,72,11_二二_〇八〇_安全ゼロリスク思っ_大島,"['二二', '〇八〇', '安全ゼロリスク思っ', '大島', '塩川委員推計三年前出インフラシステム輸出戦略添付わけけど力〇', '問題先送り許わけござま二〇三〇年以降決め切けどり今段階中長期的二〇三〇年以降電源一位置づけ国民皆様方っり理解深めく説明尽くくくべ思ょ', '委員るけ力発電所重要性地球温暖化今回ｃｏｐ15向け二〇二〇年削減我国目標力発電所位置づけ本当大切九〇年比マイナス七', '大切わけマイナス二五', '安全一〇〇', '安全世界向け発信タイミングっ思っ']","['現時点あある現時点条件け思っこっ二〇％二二％二〇三〇年りちろ手続踏言わどど持っっ四十年超運転期間延長上新設リプレース織り込くそ前提じゃ', '総理最大限活用二〇三〇年二〇％二二％残す計画自身そ様々レベルＲＥ一〇〇目指取組諦めろ言っじゃ思けど総理率直御意見伺思', '十年後二〇三〇年力ゼロ大丈夫先来申上げ炉まり力発電所持自体エネルギー問題けく日本安全保障上面決そ道取済む取方意味含め力〇％化石燃料程度残る判断二〇％再エネ現在三九・〇八〇％拡大']"
12,72,12_万一力発電所事故対応力防災力防災担当内閣府特命担当大臣力防災会議中心関係省庁挙げ地方自治体地域防災計画避難計画具体化充実化支援要配慮者対応避難円滑化防災資機材整備等財政支援力防災業務携わる人材育成どめ細く取り組まり_着実推進_事故原因徹底的究明教訓踏ま新力安全行政確立_東京電力福島第一力発電所事故教訓っり胸刻み今後安全神話わるく内閣府特命担当大臣関係自治体等一体り各地域防災訓練等通じ地域防災計画避難計画継続的充実強化等図り力災害対応実効性向上取り組まり,"['万一力発電所事故対応力防災力防災担当内閣府特命担当大臣力防災会議中心関係省庁挙げ地方自治体地域防災計画避難計画具体化充実化支援要配慮者対応避難円滑化防災資機材整備等財政支援力防災業務携わる人材育成どめ細く取り組まり', '着実推進', '事故原因徹底的究明教訓踏ま新力安全行政確立', '東京電力福島第一力発電所事故教訓っり胸刻み今後安全神話わるく内閣府特命担当大臣関係自治体等一体り各地域防災訓練等通じ地域防災計画避難計画継続的充実強化等図り力災害対応実効性向上取り組まり', '福島第一力発電所事故教訓っり胸刻み今後安全神話わるく内閣府特命担当大臣関係自治体等一体り各地域防災訓練等通じ地域防災計画避難計画継続的充実強化等図り力災害対応実効性向上取り組まり', '福島第一事故経験踏ま重大事故際事業者対応国体制整備総力挙げ対応るふ認識りま体制整備くべ今後関係省庁まざま観点検討すべ考り', '福島第一事故対応発電用炉係る新規制基準策定適合審査力発電所敷地内破砕帯調査地域防災計画策定支援等力災害対策事故避難余儀く方々帰還向け各種安全安心対策形多く分野本当御労苦思', '自衛隊出動指示力災害対策本部政治家判断仕組みょ', '本来法的根拠緊急災害対策本部力災害対策本部中心簡素効率的組織指揮命令系統明確対処すべ', '御質問わゆる地方自治体関係ござけど平常時力事業者防災対策関情報交換等行緊急時初動期現場状況等情報伝達行ど力事業者行対策国自治体行対策相互連携図る役割果する思']","['事故原因徹底的究明教訓踏ま新力安全行政確立', '「一般災害対応組織一般災害対応力災害係る「公衆防護」対応両方実施合理的', '目標三「着実推進」書わけ「着実推進」客観的専門的知見持っ適切評価極め重要']"
13,67,13_他方政府被害者速救済必要考り国会成立力損害賠償支援機構法わゆる仮払法等基づ支援行当事者間和解交渉仲介体制整備等通じ力損害受け被害者方々全員適切迅速賠償行わる全力取組進めまり_こそ被害者方々立場立っ救済第一考迅速十分支払国賠償前面立必要考わゆる仮払法案提出_政府力損害賠償紛争解決センター和解仲介枠組み活用被害者皆様迅速公正適正賠償実現取り組み全力進めまり思_条約加盟加盟各国拠出額加損害賠償額福島事故与損害遠く及り原賠法規定賠償措置額一千二百億円す届ま,"['他方政府被害者速救済必要考り国会成立力損害賠償支援機構法わゆる仮払法等基づ支援行当事者間和解交渉仲介体制整備等通じ力損害受け被害者方々全員適切迅速賠償行わる全力取組進めまり', 'こそ被害者方々立場立っ救済第一考迅速十分支払国賠償前面立必要考わゆる仮払法案提出', '政府力損害賠償紛争解決センター和解仲介枠組み活用被害者皆様迅速公正適正賠償実現取り組み全力進めまり思', '条約加盟加盟各国拠出額加損害賠償額福島事故与損害遠く及り原賠法規定賠償措置額一千二百億円す届ま', '被害者方々東京電力株式会社仮払補償金支払進め補償対象補償金額限定り残念被害者方々置苦立場思慮りま', '早急賠償対象すべふ申上げま力損害賠償紛争審査会出中間指針賠償対象認めま一定評価思', '計画入院話けど出力損害賠償法係る補償国協議誠意持っ対応仮払具体的り方ま決まっ段階', '賠償一義的力事業者東京電力責任負べ被害者方々適切賠償受ける政府責任持っ万全期く覚悟', '賠償基準集団訴訟判決確定踏ま今後文部科学省力損害賠償紛争審査会類型化可能一律賠償すべ損害項目範囲等目安示す力損害範囲判定等中間指針見直要否等議論る承知り専門家議論踏ま政府適切対応まり', '賠償支払東電基本的行けど力被害被害者迅速適切賠償受けるっゃるり最大事']","['他方政府被害者速救済必要考り国会成立力損害賠償支援機構法わゆる仮払法等基づ支援行当事者間和解交渉仲介体制整備等通じ力損害受け被害者方々全員適切迅速賠償行わる全力取組進めまり', '状況変る力損害賠償紛争審査会策定賠償基準「中間指針」実態即適宜見直行必要加賠償機構自身積極的仮払制度」云々中間指針見直諸悪根源ちゃっ', 'っ言「力損害賠償」頭部分「東電被害者方々間認識齟齬場合解決向け真摯対応ＡＤＲ和解案尊重']"
14,66,14_大震災復旧_くる共創国理念活力あふ世界魅了日本くり居場所出番社会実現ここ趣旨ござま東日本大震災早期復興事故再生我国経済っ当面最大課題デフレ脱却向け取り組み世界主要国同じ共通命題けど経済成長財政再建両立ど図る今後三年間集中的取り組む期間設け我国力強成長築考り_本当大震災復旧復興こそ重要力事故収束こそ最優先考り_野田内閣総理大臣野田政権最大最優先課題東日本大震災復旧復興事故収束日本経済再生申上げまりま大震災前わゆる課題宿題内政少子高齢化財政問題,"['大震災復旧', 'くる共創国理念活力あふ世界魅了日本くり居場所出番社会実現ここ趣旨ござま東日本大震災早期復興事故再生我国経済っ当面最大課題デフレ脱却向け取り組み世界主要国同じ共通命題けど経済成長財政再建両立ど図る今後三年間集中的取り組む期間設け我国力強成長築考り', '本当大震災復旧復興こそ重要力事故収束こそ最優先考り', '野田内閣総理大臣野田政権最大最優先課題東日本大震災復旧復興事故収束日本経済再生申上げまりま大震災前わゆる課題宿題内政少子高齢化財政問題', '震災復興事故収束経済金融危機脱却全力挙げまり', '震災復旧', '民意問大切考不変ま政府国会全政党大震災復興事故収束経済金融危機脱却共通目標協力国民大多数望ま理解り', '野田内閣すべ大震災復興事故戦勝ち抜く経済再生行政改革政治改革一体', '野田内閣政権交代後二年間実績教訓引継ぎ危機感持っ震災復興事故収束着実政策遂行進め国民生活守り危機乗り越希望誇り日本再生成遂げく決意ござ', '野田内閣使命大震災復興事故戦日本経済再生社会保障税一体改革併行政改革政治改革']","['大震災復旧・復興事故収束円高対策含め経済対策進めく三次補正準備成立全力尽くす与野党超最優先事項考', '大震災復旧・復興事故戦日本経済再生野田内閣三優先課題改造後布陣引続全力挙げ取り組む誓', '大震災復旧・復興事故戦経済金融危機対応社会保障財政持続可能性危機克服決める政治くり上げる政治家志志理想向方針大く重申上げ思']"
15,62,15_こあわ予算大胆組み替今出核ごみ処分ど費用ど出く組み替くち決算行政監視委員会政府勧告くべ思_力規制委員会文科省運営主体っり変る勧告わ引金こ流ふ思っり_設置知見関例十年限界ねそ利用側話言わ力規制委員会ちゃるべ申上げけ思_法律くる気政治的決断第二持っく努力あく事業者判断,"['こあわ予算大胆組み替今出核ごみ処分ど費用ど出く組み替くち決算行政監視委員会政府勧告くべ思', '力規制委員会文科省運営主体っり変る勧告わ引金こ流ふ思っり', '設置知見関例十年限界ねそ利用側話言わ力規制委員会ちゃるべ申上げけ思', '法律くる気政治的決断第二持っく努力あく事業者判断', '政治前面立与野党関係く大臣あろ一議員あろみ言っ第二現行法上事業者判断', '考る本当検証委員会即刻立ち上げる今既存力ろろ委員会残念国民信得りまけ', '必っり体制くっ指摘わけ力規制委員会方今体制問題場合', '話題思総理けど総理力規制委員会規制基準クリア安全ふ判断稼働発言思方針変わりござま', '質問通告ござま審査会重要思っり', '近藤委員政務次官答ま力安全委員会機能強化ぜひ科学技術委員会議論今回事故二度起こ規制まょチェック進めふ思わけ']","['先力保安院申上げま単言っ超ＩＡＥＡ国際的機関指摘力わゆる事故調査・検証委員会方向性出そ中議論すべ', 'ちょど文科省「じゅ」必っり体制くっ指摘わけ力規制委員会方今体制問題場合「じゅ」場合同じ是正求めるそ考方ま', '力規制委員会聞けど今回運営主体変更く「じゅ」検討文科省求めるべっふ思点考ょ']"
16,53,16_力発電脱推進二項対立るく中長期的依存度可能限り引下げく方向性目指すべ考り_野田佳彦君_中長期的依存度可能限り引下げく方向性目指すべ_内閣総理大臣,"['力発電脱推進二項対立るく中長期的依存度可能限り引下げく方向性目指すべ考り', '野田佳彦君', '中長期的依存度可能限り引下げく方向性目指すべ', '内閣総理大臣', 'するけ依存度減同じ考', '基本的力依存社会極力力依存最大限依存度引下げく方向性どるべ認識持っ', '一方依存度可能限り低減言安全動く', '前政権以来脱依存中長期的依存度可能限り下げく所信表明今回国連等々力安全利用取り組み方向性国際社会共有', '長期的見ど考み地球問題脱化石燃料脱方向考ざる得ろ', '野田内閣総理大臣昨年事故発生まま脱依存姿勢中長期的取り組みまり']","['力発電脱推進二項対立るく中長期的依存度可能限り引下げく方向性目指すべ考り', '力発電脱推進二項対立るく中長期的依存度可能限り引下げく方向性目指すべ考り', '力発電脱推進二項対立るく中長期的依存度可能限り引下げく方向性目指すべ考り']"
17,49,17_こサイクル政策長年わっ力政策推進日本サイクル政策本当め_自由化議論中力非常両立_一方じゃ力どエネ環結論決め国民的議論_わ党姿勢反省こ議論未熟まま力政策ぜ推進電力業界力推進官庁過度相互依存関係っどる検証行必要,"['こサイクル政策長年わっ力政策推進日本サイクル政策本当め', '自由化議論中力非常両立', '一方じゃ力どエネ環結論決め国民的議論', 'わ党姿勢反省こ議論未熟まま力政策ぜ推進電力業界力推進官庁過度相互依存関係っどる検証行必要', '力行政携わっ自分自身責任感じ', '西村大臣伺力投資す再エネ普及妨げくるじゃょ', '行政力行政ま国民合意形成最優先考', '国力行政失敗意味思', '国民合意納得く力政策進みま', '国責任力政策進め国社会的責任当然ござ']","['力開発利用最近省庁再編議論関連力発電省庁中心政策推進くべ問題り', '核ごみ処分場あ政策進めるこそ「不見識」考', '委員長日本力行政意味失敗思日本火山・地震列島特殊性含み足りっ考ょ']"
18,49,18_撤廃向け諸外国_こ対策含め安全性確認ふ認識わけござ_安全最優先あ力規制委員会判断尊重_力規制委員会判断尊重進めく政府方針環境省方針,"['撤廃向け諸外国', 'こ対策含め安全性確認ふ認識わけござ', '安全最優先あ力規制委員会判断尊重', '力規制委員会判断尊重進めく政府方針環境省方針', '高独立性有力規制委員会科学的技術的審査世界最厳水準新規制基準適合認め判断尊重地元理解得進めく政府方針変わりま', '関ま力規制委員会専門的見地十分時間掛け世界最高水準新規制基準適合判断ふ思', '北海道泊けど規制基準適合審査今遅ふ承知', '原則例外評価く力規制委員会厳基準合致どぞ炉審査厳格行っ認識ござ', '地域正確情報提供上科学的根拠立っ対応引続要請', '地域正確情報提供上科学的根拠立っ対応強く要請']","['事故等要因各国輸入規制撤廃・緩和強力申入る', '六事故伴輸入規制措置緩和・撤廃向け諸外国・地域正確情報提供上科学的根拠立っ対応強く要請', '事故伴輸入規制措置緩和・撤廃向け諸外国・地域正確情報提供上科学的根拠立っ対応引続要請']"
19,49,19_未曽有大災害震災力災害復興多く困難伴同時長期わっ取組必要り_被災地ウクライナ避難者受入全く震災津波事故原因違けど同じ家族住まりわ失っ人同士交流生む互気持ち面プラスるふ思_一方今物すごく課題感じ十年内堀知事っゃっ小中学生中事故東日本大震災記憶そ世代多く出記憶継承っけるろ知事頭中非常問題意識大前伺ま_事故ま現在進行形災害風評っ続く問題長取り組み終わり意味生終わ思,"['未曽有大災害震災力災害復興多く困難伴同時長期わっ取組必要り', '被災地ウクライナ避難者受入全く震災津波事故原因違けど同じ家族住まりわ失っ人同士交流生む互気持ち面プラスるふ思', '一方今物すごく課題感じ十年内堀知事っゃっ小中学生中事故東日本大震災記憶そ世代多く出記憶継承っけるろ知事頭中非常問題意識大前伺ま', '事故ま現在進行形災害風評っ続く問題長取り組み終わり意味生終わ思', '一一っ今度千年一度大災害想定外けど下見けアメリカ力学会そ千年一度頻度頻繁起こる災害耐得っ不適切ふ断罪', '千年一度地震津波ま事故我国経験災害ござ', 'ｆ一事故関言米国ｎｒｃ出りまｓｂｏ対策強化含む指令ｂ５ｂ導入地震前今日事態起っ若く福島事故軽減ろ悔り', '多く人々家屋波すすべく込ま今経験っ力災害恐怖直面中人間無力感じざる得ま', '長取組闘事故災害克服', '寺田委員秋田福島同じ東北東日本大震災御承知り地震津波千年一度事故関け広範囲長期わる史上初言っ過言ま']","['未曽有大災害震災力災害復興多く困難伴同時長期わっ取組必要り', '未曽有大災害震災力災害復興多く困難伴同時長期わっ取組必要り', '未曽有大災害震災力災害復興多く困難伴同時長期わっ取組必要り']"
20,48,20_津波力災害農林水産業再開支援福島県産農林水産物生産流通販売至る総合的風評対策輸入規制撤廃緩和働け等単る復旧どま東北未来見据復興引続全力取り組まり_東日本大震災力災害伴風評被害等農林水産業受け被害計り知今後再生産向け経営維持等生産者_行政一体取り組最中ｔｐｐ参加本県農林水産業地方崩壊懸念る_力災害被災地域本格的復興再生向け取組始まっ今後中長期的対応く必要,"['津波力災害農林水産業再開支援福島県産農林水産物生産流通販売至る総合的風評対策輸入規制撤廃緩和働け等単る復旧どま東北未来見据復興引続全力取り組まり', '東日本大震災力災害伴風評被害等農林水産業受け被害計り知今後再生産向け経営維持等生産者', '行政一体取り組最中ｔｐｐ参加本県農林水産業地方崩壊懸念る', '力災害被災地域本格的復興再生向け取組始まっ今後中長期的対応く必要', 'コースト構想推進風評払拭ど引続国前面立っ取り組く必要', '団体', 'コースト構想軸産業集積事業者農林漁業者再建風評払拭ど復興', '創生期間後中長期的対応必要', '力災害被災地域住民帰還移住促進環境整備福島イノベーション', '力災害被災地域帰還向け生活環境整備移住定住促進福島イノベーション']","['東日本大震災力災害伴風評被害等農林水産業受け被害計り知今後再生産向け経営維持等生産者・団体・行政一体取り組最中ＴＰＰ参加本県農林水産業地方崩壊懸念る', '力災害被災地域住民帰還移住促進環境整備福島イノベーション・コースト構想軸産業集積事業者農林漁業者再建風評払拭ど復興・創生期間後中長期的対応必要', '例けま今月二十日大臣地元福島県議会採択意見書中身本当感動ま若干紹介「東日本大震災力災害伴風評被害等農林水産業受け被害計り知今後再生産向け経営維持等生産者・団体・行政一体取り組最中ＴＰＰ参加本県農林水産業地方崩壊懸念る']"
21,42,21_菅直人君_内閣総理大臣_菅義偉君_国務大臣,"['菅直人君', '内閣総理大臣', '菅義偉君', '国務大臣', '野田佳彦君', 'っゃる今次地震津波伴力事故問題戦後限日本っ最大言る危機認識り', '東京電力福島第一柏崎刈羽不適切対応極め遺憾', '今回事故他国事故幾点異思', 'ま現在動炉安全性問題実既そ指示完全大丈夫状況若干ま必要性見り', '先申上げ重複けどまけ福島安定化段階徹底今回原因日本全体力発電所安全性基準ど今どチェックけりま']","['○内閣総理大臣（菅直人君）日本べ姿考る上今回震災事故り国民安心安全生る一前提条件け思っり', '○内閣総理大臣（菅直人君）少く安全指針クリア福島東電こ重大事故起こわけ指針十分っっり申上げるる思', '○内閣総理大臣（菅直人君）自身今回東電福島事故ま体験まょ遭遇力発電所持っ自身一考方大く揺ぎ意味考直迫状況']"
22,40,22_じゃ力発電所ど避難計画作ゃそ政府観点立す日本敷地外影響及ぶ重大過酷事故想定立地自治体確実機能っり避難計画策定無理判断場合当該妥当じゃ_避難計画づくり大変まそ声受けこそ内閣府力防災職員ど自治体一緒避難計画づくり前進む考取り組り引続全力っ思_そ意味自治体自避難計画策定主体自治体自治体ど避難計画厳そ判断際稼働よろょ_そるあ積み上っく線量り医学的見地力保安院退避判断る妥当思,"['じゃ力発電所ど避難計画作ゃそ政府観点立す日本敷地外影響及ぶ重大過酷事故想定立地自治体確実機能っり避難計画策定無理判断場合当該妥当じゃ', '避難計画づくり大変まそ声受けこそ内閣府力防災職員ど自治体一緒避難計画づくり前進む考取り組り引続全力っ思', 'そ意味自治体自避難計画策定主体自治体自治体ど避難計画厳そ判断際稼働よろょ', 'そるあ積み上っく線量り医学的見地力保安院退避判断る妥当思', 'そ国方針従大枠組み避難計画避難計画意味思けど改め避難計画実効性くる事故想定非現実的じゃ', '市町村り避難計画十分機能そ判断場合稼働容認ど点確認', 'ち避難計画くっ動当前ふ思', 'そ自治体一緒くろど安全逃げる短期間帰る以上動く自治体言っ場合', 'そ避難非常困難動るべ政策るべ方針思', '各市町村自分基金くっ力被害対応る使っく本当ろろバラエティーま県くる市町村くっ市町村市町村独自基金使方必要ふ思けど点ょ']","['真夏年寄り方荷物持っ小学校三十分以上歩逃げる避難始める条件大変思けどこっ事故起際避難計画妥当性国評価検討っゃる', 'そ意味自治体自避難計画策定主体自治体自治体ど避難計画厳そ判断際稼働よろょ', '避難計画確認了解国総理出席言わ基準合っ要援護者切り捨言わり言思']"
23,40,23_こ方針下革新炉研究開発人材育成将来る力サプライチェーン維持強化取組足下っり進めまり思_ま力携わる人材確保技能継承深刻影響出ね現状聞り_他方力規制庁中専門性持っ職員育く重要長期的観点適性職員採用適材適所配置将来管理職幹部る人材含め職員っり育成まり_こ方針下革新炉研究開発人材育成将来る力サプライチェーン維持強化取組足下っり進めまり,"['こ方針下革新炉研究開発人材育成将来る力サプライチェーン維持強化取組足下っり進めまり思', 'ま力携わる人材確保技能継承深刻影響出ね現状聞り', '他方力規制庁中専門性持っ職員育く重要長期的観点適性職員採用適材適所配置将来管理職幹部る人材含め職員っり育成まり', 'こ方針下革新炉研究開発人材育成将来る力サプライチェーン維持強化取組足下っり進めまり', '安全最優先着実進めく上発電所運転保守管理等支現場技術人材維持強化進めく極め重要課題', 'っり多様関係者海外力界コミュニケーション踏み込', 'こ方針下革新炉研究開発人材育成将来る力サプライチェーン維持強化取組足下っり進めまりふ思っり', '労働条件改善こそ安全確実迅速作業進む思', 'っり航空宇宙産業力産業次時代食べく飯種育成思', 'ウラン濃縮会社確保多額公的資金投入る新増設含め長期間わ推進前提考ざる得ま']","['ま力携わる人材確保技能継承深刻影響出ね現状聞り', 'こ方針下革新炉研究開発人材育成将来る力サプライチェーン維持強化取組足下っり進めまり思', 'っり多様関係者海外力界コミュニケーション踏み込「コミュニケーション・チャネル維持け']"
24,37,24_こ方々津波問題ま_自身昨年九月現場方入本当大変事故今作業方々本当御苦労理解こそ頼るくり自然生る日本自然力最大限生す重要思_他方福島第一事故教訓踏ま要援護者方々拙速避難対応適切ど考り_ま御質問申上げ被災者支援一今回震災難被害ど食める非常難りま世界じゅ対応非常り今注目わけ,"['こ方々津波問題ま', '自身昨年九月現場方入本当大変事故今作業方々本当御苦労理解こそ頼るくり自然生る日本自然力最大限生す重要思', '他方福島第一事故教訓踏ま要援護者方々拙速避難対応適切ど考り', 'ま御質問申上げ被災者支援一今回震災難被害ど食める非常難りま世界じゅ対応非常り今注目わけ', '先御質問多々除染問題森林除染難そ基準中現状中自治体方々く御希望強思', 'ち福島県方々日本全国方々世話現実見感謝気持ち同時力災害収束ふる戻っほこ思取り組まり', 'ち十年経今改め東日本大震災ま四万二千人方々避難生活余儀く福島地震津波こ被害中今復興意味緒りこ考時代生者東日本大震災被災受け方々寄り添そ強気持ちくけ思っり', 'そ中本当避難皆厳生活状況見るご一日早く仮設住宅等安定生活戻っける被害皆っ住ま戻るそ強希望聞く当っ事故収束急可能るけ痛感り', 'そそ福島第一事故経緯見まゼロ一日早く実現すべ立場ござ', 'こ認識立ちま被災者方々誠意持っっり支援行べ力災害被災者ね考方東京電力伝ま現在東京電力具体的対応検討ござ']","['家族失家失仕事失ふる失ま避難所余儀く方々生活どり戻る政府迅速対応願現在進行中力事故早急収束向け対応願思', '一方復興全体考今タンク中間貯蔵施設向け必要最前線現場る方々中先送りそ声事実', 'こ認識立ちま被災者方々誠意持っっり支援行べ力災害被災者ね考方東京電力伝ま現在東京電力具体的対応検討ござ']"
25,37,25_あすぐ全部くるわけ承知_誤解わけけど商業用力技術確保けけそ理論じゃよ_今政府内本当先来話ま西村先輩質問けどど積極活用り安全安心言まよね_どく技術進展っ結構けど退場よ日本,"['あすぐ全部くるわけ承知', '誤解わけけど商業用力技術確保けけそ理論じゃよ', '今政府内本当先来話ま西村先輩質問けどど積極活用り安全安心言まよね', 'どく技術進展っ結構けど退場よ日本', '今油買大変大変っゃりまけど以上コスト上るじゃ思コスト計算くま', 'そっ意味力村人間まけど力規制すごく分りづ', 'すべ当然会計処理くるわけけどそち判断', 'こ言っ場合じゃっ総理決断すべじゃ', 'けど今政府る限り依存度下げる言っ使っくよ', 'くっ使危険めく決めるよ皆ち関係者']","['まよく比べけど世界あちこち流けど事故起通常心理的違ちっ分け考ゃけよ', '中繰り返りけど二十九日訪問次日語っ本当思りど疑っまっま', '決まけ土地けどくすぶっそ行く要因わけよ']"
26,36,26_我国最大電力会社実質破綻東京電力並び方ど二大問題こそ電力システム改革出発点_っ電力会社選べるわゆる賦課金負担り_電力会社無限責任民間会社よ_例費用託送料乗よま門違っり言思っりま三委員会審議進め進む託送料金可能性クローズアップりまちょっ明確思,"['我国最大電力会社実質破綻東京電力並び方ど二大問題こそ電力システム改革出発点', 'っ電力会社選べるわゆる賦課金負担り', '電力会社無限責任民間会社よ', '例費用託送料乗よま門違っり言思っりま三委員会審議進め進む託送料金可能性クローズアップりまちょっ明確思', '本来べ電力改革三', '事故炉費用電気料金回収るり無策ツケ電気使用者回す言わざる得事故炉廃止措置発生新設備減価償却電気料金回収虫よ過ぎる事故費用消費者負担絶対反対当然声', '事故教訓酌み取旧来型発想国民求める電力改革反', '一一事故教訓踏ま戦後発送配電一貫体制電力独占ガリバー支配打破根本的転換政策東電改革セット解決けりま', '一一事故教訓踏ま先月末本会議主張原賠機構スキーム見直大規模集中電源小規模分散電源二十一世紀型電力システム移行明確発送電分離東電送電網特別公的管理下置電力独占民主的規制国民的監視ゼロ向け電力民主化進めるけりま', 'ま福島事故汚染水処理被災者支援電力自由化伴競合他社競争力強化ｌｎｇ等燃料調達再エネ拡大伴系統在り方検討ｃｏ2削減安定供給設備投資異業種業務提携交付国債返済含む財務こっ東電ホールディングス社長考け思ロビー活動必要ょ']","['（拍手）電力改革本来三・一一事故教訓踏ま戦後発送配電一貫体制電力独占ガリバー支配打破根本的転換政策東電改革セット解決けりま', '我国最大電力会社実質破綻東京電力並び方ど二大問題こそ電力システム改革出発点', '我国最大電力会社実質破綻東京電力並び方ど二大問題こそ電力システム改革出発点']"
27,36,27_国民力懸念真摯応信頼高めまり_引続世界英知集め取り組り事故教訓国際社会共有国際的力安全向上貢献_震災事故記憶風化防止重要風評被害払拭実際来大変重要ふ認識り_今後安全規制わる優秀人材確保我国急務重要考,"['国民力懸念真摯応信頼高めまり', '引続世界英知集め取り組り事故教訓国際社会共有国際的力安全向上貢献', '震災事故記憶風化防止重要風評被害払拭実際来大変重要ふ認識り', '今後安全規制わる優秀人材確保我国急務重要考', '力安全分野含め我国直面様々課題乗り越将来わ発展く上優秀人材育成大変重要ござ', '国際的力安全向上貢献く我国果すべ責務考', '今般事故踏ま我国力利用基本方針以上安全確保重視必要', '国際的力安全向上貢献く我国責務考', '今後今回事故徹底原因究明行事故教訓ｉａｅａ等場通じ国際社会共有世界各国安全性向上向け率先貢献まり思', '事故対策引続現在事態収束内外英知結集あゆる手尽くすべ']","['国民力懸念真摯応信頼高めまり', '国民力懸念真摯応信頼高めまり', '国民力懸念真摯応信頼高めまり']"
28,35,28_くエネルギー間合っちゃね_申わけけどど優先ょ電力会社ょ思わ_そ少っっ力依存度下げくるこ思っ_そ状態ちょっ横置まょ,"['くエネルギー間合っちゃね', '申わけけどど優先ょ電力会社ょ思わ', 'そ少っっ力依存度下げくるこ思っ', 'そ状態ちょっ横置まょ', 'り意見けど脱ろまま程度使っくろゃね', 'そ形っ使っく絶対得思', 'るっりっ例避難経路っりくる避難計画くるあ最終処分ど全決め動じゃ言っ', 'そっっり捉沢けまけどまざま意見聞力政策進めこ思っり', 'そけどりけ頼るじゃくろろ発電方法っゃっ発電方法っくろそっり割合ふ極力抑まょ考ね', 'ぜひ措置本当四十年ルール決め以上必必要まりっり効率的進む規制っりくっっふ思っ']","['そ立地首長ちりちっ説明ゃけ', '○田嶋（要）委員共有部分ござけど力ど欠すまふ思込まひょっ化石力くす日本るぞそ高目標掲げっほ', '申わけけどど優先ょ電力会社ょ思わ']"
