speechID	speakerID	speakerGroup	speakerPosition	speech	previous_speechID	subsequent_speechID	topicID
121715254X02720250613_043	関口昌一	各派に属しない議員	議長	"○議長（関口昌一君）　行政監視委員長から、行政監視、行政評価及び行政に対する苦情に関する調査の中間報告として行政監視の実施の状況等に関する報告を求められております。
　この際、報告を聴取することに御異議ございませんか。
　　　〔「異議なし」と呼ぶ者あり〕"		121715254X02720250613_045	121715254X02720250613_043
121715254X02720250613_045	福島みずほ	立憲民主・社民・無所属		"○福島みずほ君　行政監視委員会における行政監視の実施の状況等について、御報告申し上げます。
　平成三十年の参議院改革協議会報告書において、行政監視機能の強化に参議院全体として取り組むとされたことを受け、本委員会は行政監視機能の強化の具体化に取り組んでまいりました。
　委員会においては、政府からの説明聴取及び質疑を行うとともに、国と地方の行政の役割分担に関する件について参考人からの意見聴取及び質疑を行いました。
　委員会においては、国と地方自治体における政策評価やＥＢＰＭの効果的な活用と実施の在り方、総務省行政評価局による調査の必要性や調査結果に関連した各府省の取組、各府省における諸施策の実態把握の在り方や課題、行政における国と地方の連携や役割分担、災害対策など諸施策の地域における適正な実施を支える国の支援など、多岐にわたる議論が行われましたが、その詳細は会議録によって御承知願います。
　このほか、行政評価・行政相談及び更生保護の実情に関する視察を行うとともに、参議院のホームページに開設した行政に対する苦情窓口を通して苦情を受け付けるなどの取組を進めました。
　以上、御報告を申し上げます。（拍手）
　　　　　─────・─────"	121715254X02720250613_043		121715254X02720250613_043
121715254X02720250613_048	猪口邦子	自由民主党		"○猪口邦子君　外交・安全保障に関する調査会における調査報告につきまして、その概要を御報告申し上げます。
　本調査会は、三年間の調査テーマを「21世紀の戦争と平和と解決力～新国際秩序構築～」とし、三年目においては、「中東情勢をめぐる現状と諸課題」、「ウクライナ戦争をめぐる現状と諸課題」及び「包摂的平和（Ｉｎｃｌｕｓｉｖｅ　Ｐｅａｃｅ）の実現に向けた課題と方策」について、参考人からの意見聴取・質疑を行ったほか、今期の調査を踏まえ委員間の意見交換を行った後、調査報告を取りまとめ、去る四日、議長に提出したところであります。
　以下、提言部分について、その主な内容を御報告いたします。
　まず、新たな国際秩序の在るべき姿とその構築に向けたアプローチについては、法の支配に基づく自由で開かれた国際秩序が重大な危機にさらされている中で、自由と法の支配を擁護し、多様性・包摂性・開放性を尊重するとの理念に基づき、包摂的平和（Ｉｎｃｌｕｓｉｖｅ　Ｐｅａｃｅ）の実現に向けた取組を進めるべきであり、その構築に向けたアプローチとして、抑止と対話の両輪による現実的な平和主義の重要性を踏まえ、常設的な多国間の安全保障対話の枠組みとしてアジア版ＯＳＣＥ（安全保障協力機構）の創設に向けた取組を進めるなど、多角的・重層的な外交を展開していくべきであるとしております。
　次に、核軍縮・不拡散をめぐる対応については、唯一の戦争被爆国である日本が、「核兵器のない世界」の実現に向けた国際社会の取組を着実に進められるよう主導していくべきであり、短期的には、核兵器不使用の継続に向けて戦略対話を進め、危機管理や信頼醸成、透明性の向上を図り、中期的には、核戦力の増強を続ける中国を核軍備管理の枠組みに取り込み、多極化等を織り込んだ核軍備管理の在り方を模索していくべきであるとしております。
　次に、対人地雷禁止条約等をめぐる対応については、同条約等からの脱退の動きがある中で、本年十二月に開催される同条約締約国会議において、加盟国と非加盟国との非対称性への対応を重点的に議論していくべきであるとしております。
　次に、ＡＩの軍事利用、自律型致死兵器システム（ＬＡＷＳ）規制をめぐる対応については、国際人道法を含む国際法の遵守を確保する観点から、日本がＡＩの安全保障利用に係る国際的なルール作りに関する議論を主導するとともに、実効性あるＬＡＷＳ規制を実現するため、規制に慎重な立場をとる当該技術を持つ国々を含む主要国の参加を得られる形で、ルール作りを進めていくべきであるとしております。
　次に、人道主義をめぐる対応については、紛争下において紛争当事者の双方に対する国際人道法遵守の働きかけを行うとともに、二国間・多国間フォーラム等においても、公平な人道援助が実施されるよう、国際社会の取組を主導していくべきであるとしております。
　次に、気候変動が安全保障に及ぼす影響をめぐる対応については、国連開発計画との連携強化、建造中の北極域研究船を国際研究プラットフォームとする北極域での研究開発、海洋に関わる人材育成、北極政策における国際連携の推進等を進めるほか、気候変動の影響による海面上昇への対応として、領海基線（ベースライン）の維持を可能とする国際法解釈を国際社会で広めていくための外交的な働きかけや合意形成に取り組んでいくべきであるとしております。
　次に、国連改革をめぐる対応については、国連を中核とするマルチラテラリズムの強化が必要との観点から、グローバル・サウス諸国や関係国と連携しつつ、安保理改革の機運を高め、早期に具体的成果を出すよう、安保理改革の実現に取り組んでいくべきであるとしております。
　以上、御報告申し上げます。（拍手）
　　　　　─────・─────"			121715254X02720250613_048
121715254X02720250613_051	福山哲郎	立憲民主・社民・無所属		"○福山哲郎君　国民生活・経済及び地方に関する調査会における調査の経過と結果について御報告申し上げます。
　本調査会は、第二百十回国会の令和四年十月三日に設置され、三年間の調査テーマを「誰もが取り残されず希望が持てる社会の構築」と決定し、鋭意調査を進めてまいりました。
　三年目は「社会経済、地方及び国民生活における希望の実現」について調査を行うこととし、「希望が持てる雇用・労働環境の整備」、「希望が持てる地域社会の実現」及び「誰も取り残さないための支援」について参考人から意見を聴取し、質疑を行った後、委員間の意見交換を行いました。
　さらに、調査会決議としては平成十五年以来二十二年ぶりとなる「誰もが取り残されず希望が持てる社会の構築に関する決議」を全会一致で行うことができました。その内容は、あらゆる世代、特に就職氷河期世代等への切れ目のない支援の実施、地域公共交通における官民の役割分担の見直し、障がい者の政策審議の場への参画促進等であります。
　そして、今般、提言を含む報告書を取りまとめ、去る六月四日、これを議長に提出いたしました。
　以下、報告書の主な内容について、御報告申し上げます。
　提言の第一は、「雇用・労働環境の改善」についてであります。
　男女間の賃金や待遇の格差是正には、個別の紛争を公正に解決するための基準や仕組みづくり、企業の人的資本情報の開示範囲拡大に向けた取組が重要であります。
　また、女性や障がい者等の就業を継続するための労働環境の整備、男性の育児休業取得の促進、過重労働対策の推進等も求められます。
　提言の第二は、「地域社会の活性化及び再生」についてであります。
　地域公共交通の在り方に関しては、官民の役割分担、地域公共交通に対する国の果たす役割の強化等について、改めて議論し、所要の見直しを図る必要があります。
　また、地域経済の活性化には、移住者や投資を呼び込む取組等が求められるほか、地域コミュニティの再生、地域におけるエッセンシャルワーカーの確保、地方への女性の定着等も重要であります。
　提言の第三は、「子ども・若者、経済的困難者等への支援」についてであります。
　貧困対策に関しては、特に、中高年となる就職氷河期世代等について、就労が困難な人を社会参加に導いて潜在力が発揮できるよう引き続き支援するとともに、就労支援にとどまらず、福祉の拡充という側面からセーフティネットの在り方を検討することが不可避であります。
　また、身寄りのない要支援者を対象とする福祉の在り方、若者の孤独・孤立対策及び若者支援の充実、子どもの自殺対策等も重要であります。
　提言の第四は、「障がい者の障壁の解消」についてであります。
　障害者権利委員会の総括所見を踏まえ、障がい者に関連する国内法制及び政策の障害者権利条約との調和に向けた検討が求められます。中でも、障がい者の家族依存からの脱却、地域移行を含めた脱施設化は大きな論点と考えられます。
　また、インクルーシブ教育の推進、優生思想を払拭するための対応、聴覚障がい者の情報保障等も求められます。
　以上が報告書に盛り込まれた提言の主な内容であります。
　政府及び地方自治体におかれましては、提言及び決議の趣旨を十分に理解され、これらの実現に努められるよう要請するものであります。
　以上、御報告申し上げます。（拍手）
　　　　　─────・─────"			121715254X02720250613_051
121715254X02720250613_054	宮沢洋一	自由民主党		"○宮沢洋一君　資源エネルギー・持続可能社会に関する調査会の調査報告につきまして、その概要を御報告申し上げます。
　本調査会は、この三年間を通じ、「資源エネルギーの安定供給確保と持続可能社会の調和」をテーマとして調査を行ってまいりました。
　この間、八回にわたり、計二十四名の参考人から、ロシアのウクライナ侵略による新たな局面と資源エネルギー情勢、資源エネルギーの新たな局面と日本への影響、エネルギーや気候変動などＳＤＧｓをめぐる日本の情勢、エネルギー安全保障の確立に向けた論点及び方策、脱炭素社会の実現に向けた論点及び方策、資源エネルギー分野のイノベーション等の各般にわたる事項について、意見を聴取し質疑を行いました。
　これらを踏まえ、政府から説明を聴取し質疑を行うとともに、委員間における意見の交換を経て調査報告書を取りまとめ、去る六月四日、議長に提出いたしました。
　本報告書におきましては、本年行った「資源エネルギーの安定供給確保と持続可能社会の調和に向けた戦略」についての調査を中心に記すとともに、政府及び関係者に要請を行うものとして、提言を盛り込んでおります。
　この提言におきましては、「エネルギー安全保障の確立」、「脱炭素社会の実現に向けたエネルギー政策の在り方」、「イノベーションの推進」、「需要側の取組の推進」、「循環経済（サーキュラーエコノミー）への移行」、「公正な移行」、「持続可能社会の実現に向けた地域の取組」及び「人材の育成・確保」を柱として掲げております。
　以上、御報告申し上げます。（拍手）
　　　　　─────・─────"		121715254X02720250613_057	121715254X02720250613_054
121715254X02720250613_057	有村治子	自由民主党		"○有村治子君　情報監視審査会は、去る六月六日、審査会規程第二十二条第一項に基づき、本審査会における調査及び審査の経過及び結果を記載した年次報告書を作成し、会長から議長に提出をいたしました。
　本報告書の対象期間は、令和六年六月一日から本年四月三十日までであり、以下、この概要について御報告を申し上げます。
　行政における特定秘密の指定及びその解除並びに適性評価の実施の状況についての調査では、まず、昨年七月に防衛省が公表した特定秘密漏えい事案等について、同省から説明を聴取し、質疑を行いました。
　その結果、昨年四月公表の漏えい事案など、同省において多数の情報保全事案が立て続けに生じたことを重く受け止め、国会法第百二条の十六の規定に基づき、防衛大臣に対し、防衛省・自衛隊の情報保全体制の抜本的見直し等について措置すべきものと勧告し、報告を求めることを決定いたしました。
　次に、政府が国会に提出した年次報告等について説明を聴取し、質疑を行うとともに、特定秘密を指定する各行政機関から指定等の状況について説明を聴取し、質疑を行いました。
　また、昨年十二月に防衛省が公表した漏えい事案等及び再発防止策について同省から説明を聴取し、質疑を行いました。
　さらに、防衛省への委員派遣を行い、特定秘密の提示を受け、その利用状況や管理状況を視察したほか、特定秘密に係る適性評価と特別防衛秘密等に係る適格性の確認の実施状況について説明を聴取しました。
　その後、防衛大臣から勧告の結果とられた措置について報告があったことを受け、防衛省から説明を聴取し、質疑を行いました。
　この中で、防衛省本省及び防衛装備庁において、適性評価及び適格性の確認の双方の対象となる約十二万人に対し、調査事項が全く同一であるにもかかわらず調査が別々に行われており、現場にとって少なからず負荷となっていることが明らかになりました。
　最後に、城内国務大臣及び内閣府独立公文書管理監に対し、それぞれ締めくくり的な質疑を行いました。
　本審査会における議論を踏まえ、報告書では、防衛省における累次の情報保全事案を踏まえた同省及び政府全体における再発防止策の実施、防衛省本省及び防衛装備庁における適性評価及び適格性の確認に係る業務の効率化・関係者の負担軽減による持続可能な情報保全体制と実効性のある運用の確立を始めとする七項目を「主な指摘事項」として取りまとめ、政府に適切な対応を求めています。
　なお、委員会等からの特定秘密の提出要求に係る行政機関の長の判断の適否等の審査の要請等はございませんでした。
　以上、御報告申し上げます。（拍手）"	121715254X02720250613_054		121715254X02720250613_054
121715254X02820250618_002	村上誠一郎	自由民主党・無所属の会	総務大臣	"○国務大臣（村上誠一郎君）　おはようございます。
　令和六年度政策評価等の実施状況及びこれらの結果の政策への反映状況に関する報告の概要について、御説明申し上げます。
　政策評価制度は、効率的で質の高い行政や、成果重視の行政を実現するとともに、国民に対する説明責任を果たしていくことを目的としております。
　各府省が、自らの政策の効果を把握し、評価するとともに、総務省においても、複数の府省にまたがる政策の評価や、各府省が行った評価の点検を行っています。
　令和六年度は、政府全体で二千四百九件の評価を実施しており、その結果は、政策の改善・見直しに活用されています。
　こうした機能がより有効かつ効果的に発揮されるよう、総務省では、各府省の取組を後押ししております。
　本年一月に、政策評価の実践的な指針である効果的な政策立案・改善に向けた政策評価のガイドラインを改定し、各府省が工夫しているポイントを追加するなど、内容の充実を図りました。
　また、評価手法などに悩みを抱える各府省に対しては、総務省が共同で把握・分析を取り組むなど、伴走型での支援も積極的に進めています。
　以上が、令和六年度報告の概要でございます。
　なお、総務省は、各府省の業務の実施状況を評価・監視する機能を担っており、立法府の行政監視機能と相まって行政運営の改善が図られるよう、適切に取り組んでまいります。
　以上であります。（拍手）
　　　　─────────────"		121715254X02820250618_004	121715254X02820250618_002
121715254X02820250618_004	宮崎雅夫	自由民主党		"○宮崎雅夫君　自由民主党の宮崎雅夫です。
　私は、会派を代表し、ただいま議題となりました政策評価実施状況等報告について、総務大臣及び農林水産大臣に質問いたします。
　平成三十年六月に取りまとめられた参議院改革協議会報告書において、行政監視機能の強化の一環として、本会議で政府から政策評価実施状況等報告を聴取し、これに対する質疑を行うこととされてから、本日、六回目の本会議質疑を迎えることとなります。
　これまでの取組により、政府の行政評価・監視機能と立法府の行政監視機能が相まって行政運営の改善が図られてきたと評価しています。
　その上で、政策能力の更なる向上を図るためには、国や地方自治体においてエビデンスに基づく政策立案、ＥＢＰＭを一層浸透させていくことが不可欠と考えますが、総務大臣の御所見をお伺いをいたします。
　埼玉県八潮市での道路陥没事故を引き起こしたインフラの深刻な老朽化、そして昨今の自然災害の激甚化、頻発化から国民の命と生活を守り抜くためには、老朽化対策や防災・減災、国土強靱化対策の更なる加速化が不可欠です。また、食料安全保障の確保に向けて農業の構造転換を集中的に図るために、土地改良事業をスピードアップし、進めていかなければなりません。
　そのためには、資材価格や人件費の上昇を十分に加味した上で、事業の加速化に応え得るだけの国、地方の財源の上乗せ、さらに、財政状況が厳しい地方自治体でもしっかりとした対応ができ得る地方財政措置の充実が求められます。あわせて、これらの事業を担う国や地方自治体での技術職員の確保など、実施体制強化が重要です。
　しかし、昨今の国家公務員や地方公務員の採用では、技術職の一般職員の合格者が採用予定者を下回る、あるいは辞退率が高くなるといった深刻な状況が見られます。民間企業との比較を考慮し、処遇も改善していかなければなりませんが、技術職の場合は高等教育での専門課程等で学ぶことが大切であることから、中長期的な視点での人材養成が求められます。
　そもそも国や地方自治体の現場で事業の適正な執行に必要な技術職員が確保できているのか、支障は生じていないのか、さらに、高等教育段階での人材確保はできているのかなど、幅広い視野で行政評価や地方行政の観点から議論すべきと考えますが、総務大臣の御所見をお伺いをいたします。
　僅か一年で二倍となった米の急激な価格上昇に対して、石破総理の指示の下、小泉農林水産大臣のスピード感を持った随意契約による備蓄米の放出により、僅かな期間で大手小売店やコンビニ等での店頭販売が始まりました。先週も新たに二十万トンの売却を行うことなどを発表し、打つ手を緩めていません。余りにも急激な価格高騰に対応するための緊急的な放出により米価格には下落傾向が出てきておりますが、依然として予断を許さない状況です。
　同時に、この十年間で半分近くまで減った米農家は、肥料や生産資材の高騰にさらされています。米の価格が生産コスト等に見合った持続可能性を確保できるものでなければ、食の安全、安心を守ることはできません。
　小泉大臣は、大臣就任直後、私が委員長を務めている自民党の環境と調和した持続可能な農業推進委員会で、生産者の意欲がくじけないように、消費者の米離れを防ぎたいという思いだと述べられました。
　今回のような価格高騰や目詰まりが生じた要因をしっかりと分析、評価しつつ、生産者、消費者双方が納得できる価格と安定的な供給を実現するとともに、大臣のお言葉のように生産者の皆さんが意欲を持って営農を続けていけるよう、今後の水田政策の見直しを行っていく必要があると思いますが、その決意と方策について農林水産大臣にお伺いをして、私の質問を終わります。
　御清聴ありがとうございました。（拍手）
　　　〔国務大臣村上誠一郎君登壇、拍手〕"	121715254X02820250618_002	121715254X02820250618_005	121715254X02820250618_002
121715254X02820250618_005	村上誠一郎	自由民主党・無所属の会	総務大臣	"○国務大臣（村上誠一郎君）　宮崎議員からの御質問にお答えいたします。
　まず、ＥＢＰＭの推進について御質問がありました。
　社会経済の変化に対応し、限られた資源から高い政策効果を生み出すためには、客観的なデータや分析に基づいて政策の立案や改善を行うことが重要であります。このことから、政府全体でエビデンスに基づいて政策を進めるＥＢＰＭの強化を図っております。
　総務省では、政策評価を推進する一環として、各府省や自治体と共同で政策の効果分析等を行い、政策の改善を後押ししております。これらで得られた知見は、広く活用してもらえるよう、ガイドラインに整理し、提供しております。こうした取組を通じて、引き続き、ＥＢＰＭの推進を図ってまいります。
　次に、国や自治体での技術職員の確保について御質問がございました。
　公共施設等の老朽化対策や災害からの復旧復興に対応するためにも、技術職員の確保は重要な課題と認識しております。
　総務省としましては、行政評価の観点からは、行政運営改善調査の検討に当たり、技術職員を含む行政の担い手確保も十分に考慮してまいります。また、地方行政の観点からは、災害時に派遣する技術職員を確保するために、仕組み等により人材確保の取組を支援するとともに、人材不足の深刻化に対応した持続可能な地方行財政の構築に向けて取り組んでまいります。
　以上であります。（拍手）
　　　〔国務大臣小泉進次郎君登壇、拍手〕"	121715254X02820250618_004	121715254X02820250618_006	121715254X02820250618_002
121715254X02820250618_006	小泉進次郎	自由民主党・無所属の会	農林水産大臣	"○国務大臣（小泉進次郎君）　おはようございます。
　宮崎雅夫議員の御質問にお答えいたします。
　米の安定的な供給と水田政策の見直しへの決意、方策についてのお尋ねがありました。
　今回の随意契約による備蓄米の放出については、外国産の米の輸入量が昨年と比べて今年は八十倍、台湾産の米の輸入量が六倍など、米価高騰が続いていることで、枠外で関税を払ってでも外国米を輸入する事業者が増加している事実も含め、消費者の米離れを防ぐという思いを生産者の皆様にも御理解いただけるよう、丁寧に説明を尽くしているところであります。
　また、御指摘のあった水田政策の見直しに向けては、米価高騰の要因や対応の検証を行うという総理指示も踏まえ、米の流通実態の把握を強化するため、食糧法に基づく報告や調査を農水省として初めて実施することを昨日発表したところです。加えて、精米事業者の搗精能力について、令和四年から現在までの実績、余力の調査を新たに開始し、精米事業者の能力の見える化にも取り組んでまいります。
　このような取組と併せて、与野党の垣根を越えて、また、現場の方々、関係団体も含めた幅広い御意見を丁寧に伺いながら、令和九年度からの新たな水田政策の在り方を検討してまいります。（拍手）
　　　　─────────────"	121715254X02820250618_005		121715254X02820250618_002
121715254X02820250618_008	岸真紀子	立憲民主・社民・無所属		"○岸真紀子君　立憲民主・社民・無所属会派の岸真紀子です。
　ただいま報告がありました二〇二四年度政策評価等の実施状況及びこれらの結果の政策への反映状況に関する報告について、会派を代表し、質問します。
　行政監視の年間サイクルにおける本会議報告及び質疑は、今回で六回目となります。
　本年は久しぶりに総務大臣以外の大臣出席の下で行政監視委員会の質疑を行うことができました。委員長並びに理事の皆様の御尽力に敬意を表します。
　引き続き、参議院として、行政監視サイクルを形骸化させることなく、真の行政監視機能を充実させる新しいサイクルのスタートとなることを期待し、質疑に入ります。
　初めに、先ほど報告を受けました政策評価を所管する総務大臣として、何のために評価を行っているのか、政策評価の目的や意義をお伺いします。
　なぜそのようなお尋ねをするかというと、各府省が自ら行う政策評価は言わば自己点検となりますが、その評価が適正なのかどうか。各府省自らが企画立案し、予算を付け遂行している事業等なので失敗したとは言いづらいのかもしれませんが、余りにもその評価そのものが形式的に感じます。政策評価は、政策の改善につなげていくことが重要であり、形骸化させてはなりません。
　評価は政策の立案者や執行者等の批判、非難のためではなく、そこからの知見や経験を政策の改善や今後に生かしていくという視点で行われるべきです。不正や不適正な事案が生じてしまった場合にも、正直に公表し、積極的に改善させていくことが国民のための行政の在り方です。せっかく評価するなら、事務的な点検だけではなく実効性のある評価を行い、どう改善されたのかを説明していくことが重要です。
　村上大臣、各府省が自ら行う政策評価を形骸化させないための取組、特に政策の改善にどうつなげていくのでしょうか、さらには、国民への説明責任を果たせる評価にすべきと考えますが、いかがでしょうか。
　行政活動を検証し、その評価を行うには、大前提として公文書の適切な保存と開示が必要です。
　二〇二〇年、日本学術会議の会員任命拒否事案は、従前の形式的任命との政府解釈を覆し、十分な説明もなく強行されました。この解釈変更の検討過程を記した文書の根幹部分について、本年五月に東京地裁が開示を命じる判決を出したにもかかわらず、国は控訴し、日本学術会議法案の審議中に開示されることはありませんでした。
　政府は、情報公開法第五条第五号の規定を持ち出し、未成熟な記載があり、開示すると誤解や混乱を招くおそれがあると開示をしませんでしたが、政府に都合の悪いことも含め開示することは、国民や国会による行政監視の重要な基礎となります。
　政策のプロセスを透明化することで国民の知る権利、説明責任の履行、公正で民主的な行政を推進することができ、結果として行政の取組に対する国民の理解も深まるのではないでしょうか。不十分な公文書であったとしても適正に保存することは、現下の改善だけではなく後世での検証を可能にすることができます。
　公文書管理の徹底を求めるとともに、災害時の状況などは、日本放送協会を始めとする報道機関とも連携し、多様な映像記録を収集し、公文書として適切に保存、活用すべきと考えますが、伊東大臣の見解をお伺いします。また、併せて情報公開の徹底を総務大臣に求めます。
　昨年六月二十一日、参議院本会議において、二〇二三年度政策評価等年次報告の質疑で我が会派の三上えり議員が質疑を行いましたが、二〇二〇年から各府省が取り組んできた新型コロナウイルス感染症対策を評価する必要があります。
　気候変動の中、新たな感染症に備えるには、あのとき、何が起き、対策として何をしてきたか、そして、実際の効果も含め感染症対策がどうであったかを政府として検証すべきです。
　二〇二〇年二月に横浜港へ着港したダイヤモンド・プリンセス号で救命活動に携わった災害派遣医療チーム、ＤＭＡＴを描いた映画が先週末から公開されています。民間や有識者に委ねるのではなく、政府としての検証は必須ではないでしょうか。
　特に自治体との関わりが重要であり、あの頃は国が方針を決めても、実務の多くは自治体が担っていました。喉元過ぎれば熱さを忘れるではなく、自治体から証言を集めておくことが重要です。
　村上大臣、総務省の強みである自治体とのネットワークを生かし、新型コロナウイルス感染症対策をテーマに行政運営改善調査を実施してください。昨年は、とても冷たく薄い答弁が議事録に残されています。次なる感染症に備えるためにも、国だけではなく自治体の目線で検証することの重要性を認識し、村上大臣に前向きな答弁を求めます。
　次に、ＥＢＰＭ、エビデンスに基づく政策立案の観点で質問します。
　党首討論で石破総理は、政権としては検討していないと答弁されていましたが、自民党、公明党が参議院議員選挙で掲げる公約に物価高対策として給付措置を盛り込む方針で一致したと報道されました。しかも、現金のほか、マイナンバーカードの普及のためのマイナポイントの仕組み活用を検討しているとあります。
　簡単にマイナポイントと言っていますが、あの事業がどれだけ自治体に過重労働を強いたか理解しているのでしょうか。現金、口座振り込みの給付だけでも、全ての住民を対象としているので、準備も含めて膨大な業務量であり、そこにマイナポイントという選択肢を設けることで事務は更に煩雑化することになり、自治体現場に混乱を来すことは容易に想像できます。過去のマイナポイント事業の行政事業レビューシートでも、制度設計の稚拙さや、自治体における成果や課題の検証、分析が必要と指摘され、総務省も指摘を踏まえる旨を明言しています。
　村上大臣、これまで実施したマイナポイント事業の検証は行ったのでしょうか。また、行政運営改善調査として、自治体から丁寧に聞き取り、検証すべきと考えますが、いかがでしょうか。
　私は、二〇二〇年九月から始まったマイナポイント事業第一弾から指摘してきたところですが、千七百十八市町村の中には、キャッシュレス決済サービスを利用することが困難な人や、キャッシュレス決済を使えるお店がない、若しくは店まで数十キロ離れているなど、利用できない地域があります。マイナポイントだと公平性に欠けると過去の委員会でも指摘してきました。全国あまねく地域経済が恩恵を受けられるように考えることも重要ではないでしょうか。それなのに、結果的にマイナポイントによる地域経済の恩恵は偏ってはいませんか。
　村上大臣は、マイナポイントによるキャッシュレス決済があまねく地域経済に行き渡っているとお考えでしょうか。また、マイナポイントをチャージする事業者別の申込人数や付与額は、第一弾の申込人数が全体で二千五百三十四万人に対し、上位三事業者だけで一千二百八十八万人、五〇・八％、第二弾の申込人数が全体で五千二十二万人に対し、上位三事業者で二千八百六万人、五五・九％となっています。総務省に照会したところ、小売店までは把握できないと回答を得ましたが、事業者別申込人数を見ただけでも企業に偏りが生じたと考えますが、この指摘をどのように考えますか。
　政府は、二〇二〇年四月以降、新型コロナウイルス感染症緊急経済対策としての一人十万円支給の特別定額給付金から始まり、二〇二一年には半分現金、半分クーポン券といって自治体に混乱を生じさせた子育て世帯への臨時特別給付や低所得者への十万円給付、二〇二二年の低所得者への五万円給付、二〇二三年の低所得者への三万円給付、二〇二四年の定額減税のはざまの方々への給付など、毎年、自治体が本来は裁量を持っているはずである地方創生臨時交付金等から支出せよと国が一方的に決定をし、実務を自治体に担わせてきました。臨時的な各種交付金の効果検証は行っているのでしょうか。伊東地方創生大臣にお伺いします。
　あわせて、今後の行政改善につなげる行政運営改善調査のテーマにすべきと考えますが、村上大臣の答弁をお願いします。
　何の検証もせずに、膨大な予算と自治体職員の業務量をつぎ込むことはいかがなものかと考えます。政府が政策決定する際には、あらかじめ自治体の意見を聴取して決定することを徹底していただきたいと強く申し上げます。
　四月十四日の行政監視委員会質疑でも要請したところですが、就職氷河期世代への国の支援策を行政運営改善調査のテーマに選定していただきたいです。六月九日の参議院決算委員会においても、国会法第百五条の規定に基づき、就職氷河期世代支援施策の実施状況等について会計検査院へ要請はしていますが、総務省による評価としても実施すべきと考えます。
　就職氷河期世代への支援は与野党問わず重要と捉えています。行政監視委員会でも前向きな答弁をいただいているところではありますが、この場においても村上大臣の力強い御答弁をお願いします。
　今年は、関東大震災から百二年、阪神・淡路大震災から三十年、東日本大震災から十四年となります。震災により犠牲となられた全ての方々の御冥福をお祈りします。
　総務省は、昨年八月に、地域における住民の防災意識の向上（災害教訓の伝承）の調査結果を公表しました。防災の基本は、災害に備え、日頃からできる対策を講じることであり、災害発生時に御自身で安全を確保し、被害を最小限に抑えることが重要です。国や地方自治体といった行政も対策は必要ではあるものの、やはり重要なことは住民の主体的な避難行動や備えです。命を守るには住民一人一人の行動が必要で、災害教訓への伝承は欠かせません。
　今回の結果に、住民による災害教訓の伝承活動を取りやめる地区が増えている市町村がある、どのように支援を行えばよいか分からないとする市町村があるといったことが指摘されています。坂井防災担当大臣は、指摘を踏まえ、災害教訓の伝承に向けて具体的にどのように取り組むのか、お伺いします。また、災害教訓の伝承の取組についても、政策評価や行政事業レビュー等でのモニタリングの対象に組み込んでいただきたいと考えますが、いかがでしょうか。
　科学が発展した現在も、いつどこで災害が起こるか分かりません。日本は地震列島とも言われています。首都直下型地震や南海トラフ巨大地震は、広範囲に甚大な被害を受けることも予想されています。
　先日、政府は、南海トラフ巨大地震について、今後十年間の減災目標として、死者数をおおむね八割、全壊、焼失する建物をおおむね五割、それぞれ減らすと方針を固めたと報道されました。しかし、個人の建物等への対策は進んでいないのが実情です。巨大地震に備え、災害後の対策だけではなく、個人等への防災・減災対策に本気で取り組むことが必要です。減災目標に向け具体に何をするのかも含め、坂井大臣にお伺いします。
　石破政権が看板政策に位置付ける地方創生の推進に向けた地方創生二・〇に居住地以外で継続的に関わる自治体を登録するふるさと住民登録制度を創設すると発表されました。これはどのような制度なのか、村上総務大臣に伺います。
　また、地方創生という意味だけではなく、首都直下型地震などを勘案すると、東京の過密状態を緩和することが重要ではないでしょうか。そういった意味からも、地方滞在でテレワークをするなど、防災の観点からも過密緩和が重要と考えますが、坂井防災大臣の見解をお伺いします。
　結びに、行政の不適切な活動を国会でただすには与野党の別はありません、関係ありません。国民にとってより良い行政とするために改善していく努力を重ねていくことは重要です。引き続きたゆまぬ努力を行い、行政監視機能を強化していく決意であることを述べ、質疑を終わります。
　御清聴ありがとうございました。（拍手）
　　　〔国務大臣村上誠一郎君登壇、拍手〕"			121715254X02820250618_008
