Topic,Count,Name,Representation,Representative_Docs
9,60,9_あ一方政策的どっ費削じゃろろ御指摘けどり見解相違思っり_全然そ気概くっ日本問題思_残念けど本当真剣食料観点っり進めくけ_皆気持ちわっ,"['あ一方政策的どっ費削じゃろろ御指摘けどり見解相違思っり', '全然そ気概くっ日本問題思', '残念けど本当真剣食料観点っり進めくけ', '皆気持ちわっ', '消防庁海上保安庁言っけど結局じゃめ思', '省くる全力る話思けどぜひ頑張っ思', '皆接気持ち出けど出っ思', '最後ちょっ時間若干別問題話けどけど法律軍事法廷的一切ふ考よろょ', '皆行っっけ地域っわけ理由りめね', '断っけどこ解釈見直ぜひるべ思っ']","['けど行っ違わっるニーズ', 'っ専守じゃまけど建設的議論じゃ申上げわけ', 'どこじゃよアメリカ・ファーストよ']"
10,60,10_そそ歴代内閣否定行使認める憲法改正匹敵憲法解釈変更_安倍政権今回あく自国憲法許容必要最小限度武力行使合憲トリック使っ_立場違けど自民党憲法九条改正フルスペック目指る理解_総理行使ぜ解釈改憲目指すょ,"['そそ歴代内閣否定行使認める憲法改正匹敵憲法解釈変更', '安倍政権今回あく自国憲法許容必要最小限度武力行使合憲トリック使っ', '立場違けど自民党憲法九条改正フルスペック目指る理解', '総理行使ぜ解釈改憲目指すょ', '自民党憲法改正草案九条一項今っゃっ集団参画武力行使含め参画新自民党九条一項認めふ解釈よろ', '方向改憲現状憲法追認けどまりま', '結果参考人他国武力守る行使容認柱関連法案憲法違反認識表明', '改憲案九条改憲中心まめ九条改憲待現在進め在日米軍基地再編強化一体化動歩調合わ事実見幾九条改憲前提否定九条こそ最大焦点明思', '改定案反対理由第一今日安倍内閣憲法解釈変更行使容認動強める一方明文改憲条件づくり国民中改憲向け', '自民党明記案く即改憲思']","['○長島（昭）委員憲法九条改正けど行使賛成けどぐモデレート法制局解釈乗り越安倍政権本当意味外交戦後レジーム脱却無理思ね', '高村副総裁聞く限り「日曜討論」憲法審査会そ個別的自衛権分け判決言及今回限定的合憲否定御発言ま', '改定案反対理由第一今日安倍内閣憲法解釈変更行使容認動強める一方明文改憲条件づくり国民中改憲向け「世論づくり」図る']"
11,57,11_こっ関初心者けど今回十名方々一ヘリコプター乗っ亡く八名方幹部わけけど師団長北海道御出身者こっ幹部こ八〇_警察方々入っ方々け今っく本当方々御苦労ござちょっ違じゃま_外務大臣っゃっ大臣っゃっ実包括ま中国ど合り大外交課題ろふ思っり_間御質問人言わ正確人数場把握っ答まけどど組織オンサイトこオフサイトこ人こ入全部自身わっ本当半年間一年間っっ仕事全面的否定言方ぜひ控ふ思,"['こっ関初心者けど今回十名方々一ヘリコプター乗っ亡く八名方幹部わけけど師団長北海道御出身者こっ幹部こ八〇', '警察方々入っ方々け今っく本当方々御苦労ござちょっ違じゃま', '外務大臣っゃっ大臣っゃっ実包括ま中国ど合り大外交課題ろふ思っり', '間御質問人言わ正確人数場把握っ答まけどど組織オンサイトこオフサイトこ人こ入全部自身わっ本当半年間一年間っっ仕事全面的否定言方ぜひ控ふ思', '大事そ情勢くっく事前ぞ自治体等々含めそ対応るネットワークくっく大事ろ思', '大河原雅子君大臣口食料言葉出今っゃっっぱり違思', '委員五里霧中どちゃ造っっりっけ思けどそふ言方々っゃちゃ我国っり守る当前思っ異論全く是非点っり進め思', '委員残っっ残っ人ち津波流地域再建人全く残差そ話わけ先議論頼ま云々当然けど市議会言っ被害重逆支援少くるろりちっ見け思', '委員特別監察り方大事くる思実際データ消去ログ残っこっ大事ぜひこっコンピューター関係情報管理プロ入るべ思', '守屋ろろ仕事ぶりろろ踏ま当時庁言っみ家内工業的ど残っまっっこ反対例給油話ろろ大事省機能り無理こふ言わざる得']","['○後藤（祐）委員特別監察り方大事くる思実際データ消去ログ残っこっ大事ぜひこっコンピューター関係情報管理プロ入るべ思', '○高橋（千）委員残っっ残っ人ち津波流地域再建人全く残差そ話わけ先議論頼ま云々当然けど市議会言っ被害重逆支援少くるろりちっ見け思', 'こっ関初心者けど今回十名方々一ヘリコプター乗っ亡く八名方幹部わけけど師団長北海道御出身者こっ幹部こ八〇％占める形一台ヘリコプター移動み普通ど']"
12,48,12_ぐるみ組織的隠蔽ま_大臣御自身変る施設庁早期退職一定期間けど施設庁こ不祥事早期退職慣行一時的める決断庁長官実施じゃ_能力_行政府相互緊張関係上成り立っ議院内閣制基本的前提揺るす考ねりま,"['ぐるみ組織的隠蔽ま', '大臣御自身変る施設庁早期退職一定期間けど施設庁こ不祥事早期退職慣行一時的める決断庁長官実施じゃ', '能力', '行政府相互緊張関係上成り立っ議院内閣制基本的前提揺るす考ねりま', '航空官製談合事件初め利害関係先企業間数々不祥事起こ省', '要製薬業界競争力関わる問題経産省目色変厚労省けけこレポート出ろぜふべ', '若年定年隊員関与不祥事けじめけあ今省', '経験活庁契約関係有企業等再就職者多くり職務通じ不正影響力行使疑義可能性完全否定', '要員不始末不祥事報道ちょっ筋違じゃ', '社会保険庁薬害肝炎障害者対策建設官製不況省不祥事医師不足失政道路特定財源加失政山高く']","['る財務省森友問題めぐる決裁文書改ざ問題厚生労働省裁量労働制不適切データ提示省陸上海外派遣部隊日報文書管理一連事件すべ法律制定行政監視立法府判断誤立法府・行政府相互緊張関係上成り立っ議院内閣制基本的前提揺るす考ねりま', '航空官製談合事件初め利害関係先企業間数々不祥事起こ省・今回法改正っ省・っ焼け太り言わ仕方', '理由「若年定年制自衛官」「在職中培っ専門的知識・能力・経験活庁契約関係有企業等再就職者多くり職務通じ不正影響力行使疑義可能性完全否定']"
13,48,13_こっ省自民党提言従っ検討よく意思表示答弁けど省検討前り政治的ちゃ整理自民党課ろふ思_費沿形大量購入っ次回委員会ぜひ質問申上げまど国民民主党質問終わ_一庁長官っ積極的先伊藤委員質問まけどパキスタン行含め基本計画策定当っ庁判断与党三党幹事長随行職員報告け今状況庁イニシアチブど点答明確_先質疑中まけど大臣審査会参考人質疑模様確認思三人参考人方与党方々呼参考人方含め今回行使可能法制関違憲ふっゃっ,"['こっ省自民党提言従っ検討よく意思表示答弁けど省検討前り政治的ちゃ整理自民党課ろふ思', '費沿形大量購入っ次回委員会ぜひ質問申上げまど国民民主党質問終わ', '一庁長官っ積極的先伊藤委員質問まけどパキスタン行含め基本計画策定当っ庁判断与党三党幹事長随行職員報告け今状況庁イニシアチブど点答明確', '先質疑中まけど大臣審査会参考人質疑模様確認思三人参考人方与党方々呼参考人方含め今回行使可能法制関違憲ふっゃっ', '領域問題筒井議員質問領域問題けど石破庁長官答弁程度担保ふ思っり', '大臣検討言っ総理そ検討対象外ぜ明言', '委員り大臣り総理大臣毅然態度田母神前幕僚長退職延長懲戒処分手続始めるべじゃょ', '間細田官房長官質問まけど石破庁長官質問まけど自由濶達議論懇談会っけめまり新脅威対応政府観点懇談会答申求めるサジェスチョン指針みり必要申上げま', '安倍総理昨年予算委員会ど含め各党質問論理場合認める全く答ま', '実委員会審議委員会初めござ大変違和感持っ']","['本来自民党主張ＧＤＰ二％費沿形大量購入っ次回委員会ぜひ質問申上げまど国民民主党質問終わ', '総理我党泉健太議員予算委員会イージス・アショア必要性質問際員自宅通る利点説明まけど我国ミサイルディフェンス資論理的答弁期待け拍子抜けま', '総理本会議「岡田外務大臣北澤大臣真剣検証行っ」先そっゃま答弁まけどみ公約選挙党首討論言わ違言立る真剣検討']"
14,47,14_こっ基本認識基づ国民民主党政策議論今深めござま政府案御提案申上げ年末三文書取りまめ是非生ふ考り_調査時間限ま限界庁御発言思法案審議関前提通りま_一丁目一番地経済法制後申上げ相当合理性高修正案御提示思っ井上筆頭御尽力承知相_ょ実給付型奨学金制度創設馳文部科学大臣麻生財務大臣御質問申上げふ思っ前大臣国土交通大臣見ま大変気る制度話少議論ふ思っ,"['こっ基本認識基づ国民民主党政策議論今深めござま政府案御提案申上げ年末三文書取りまめ是非生ふ考り', '調査時間限ま限界庁御発言思法案審議関前提通りま', '一丁目一番地経済法制後申上げ相当合理性高修正案御提示思っ井上筆頭御尽力承知相', 'ょ実給付型奨学金制度創設馳文部科学大臣麻生財務大臣御質問申上げふ思っ前大臣国土交通大臣見ま大変気る制度話少議論ふ思っ', 'ょ松川政務官省日本維新会考方多分御理解け思', 'り意思持っ力懇談会総理意向内閣意向こ議論ゃけ必要思点今後取り組み含め官房長官ぜひ前向御答弁思', '外務委員会質問ま続感じ御質問思わけござａｃｓａ伴隊法改正考将来的含め議論十分っくけ認識り', '預る大臣今御答弁十分理解', '質疑先立ちまま自身スタンス御説明思自身広く認めるそ問題憲法改正すべふ考り', '山口外務省ｏｂ経験豊富専門家長島委員等り我党意見耳傾け国難対処思っり']","['十分本日法案提出基づ法律くる部分思省第一線救急救命今違質向上図っ思大臣見解問思', '初め出動議論スタート有事法制今世界情勢ま机上空論決実態即御指摘思', '外務委員会質問ま続感じ御質問思わけござＡＣＳＡ伴隊法改正考将来的含め議論十分っくけ認識り']"
15,43,15_こ我国挑戦断じ容認るま_こ場合限っ出動る幾書わけ事性格上当然思後方支援的活動読めろふ思っ_そ中増税負担け押け解散こっ国民理解到底得る思ま_基づ出く恐く国会開会中そるろ思ね,"['こ我国挑戦断じ容認るま', 'こ場合限っ出動る幾書わけ事性格上当然思後方支援的活動読めろふ思っ', 'そ中増税負担け押け解散こっ国民理解到底得る思ま', '基づ出く恐く国会開会中そるろ思ね', 'り国民生命財産守るそほふ思', 'そ意味野党追及省そ行動出ざる得っ当思よ', 'まり税金払っサービス受けそ治安維持っま税金少く効果最大得る共通基盤考けけふ思', '員捕まっり無残扱る覚悟ゃけよ', '食料自給率食料考るど世界ど目標立るぜひ伝わるけふ思', '踏ま日本国益日本国柄中生く意思っり示く専守基本くあろふ思']","['確今回省・海上く国民皆唖然こふ思ね', 'こ我国挑戦断じ容認るま', 'こ我国挑戦断じ容認るま']"
16,36,16_すわち国民皆一番心配あろ尖閣初め問題平時海上保安庁っりバックアップる体制くるざ海上警備行動発令けケース時間的猶予まっり対応るそ考方提示ま_言葉第一義的海上保安庁責務ふ書りけど法律書ぶり点読め点り気る点ござ関係国民間不安ふ伺_員亡く場合法例外墓地埋葬法埋葬土葬管理下土地等埋葬るけど一般方戦闘地域亡く場合くそっ方々埋葬どどふ考る_まりスポットけテロ活動りろ起くる分りまそ意味十一管区様々情報収集一義的警察活動っ海上保安庁情報収集絶情報提供与る必要ござまょ周辺海域海上保安庁警戒監視活動る当然ふ思,"['すわち国民皆一番心配あろ尖閣初め問題平時海上保安庁っりバックアップる体制くるざ海上警備行動発令けケース時間的猶予まっり対応るそ考方提示ま', '言葉第一義的海上保安庁責務ふ書りけど法律書ぶり点読め点り気る点ござ関係国民間不安ふ伺', '員亡く場合法例外墓地埋葬法埋葬土葬管理下土地等埋葬るけど一般方戦闘地域亡く場合くそっ方々埋葬どどふ考る', 'まりスポットけテロ活動りろ起くる分りまそ意味十一管区様々情報収集一義的警察活動っ海上保安庁情報収集絶情報提供与る必要ござまょ周辺海域海上保安庁警戒監視活動る当然ふ思', 'ど日本護衛艦護衛仕方ａ地点ｂ地点決め地点時集合く集合わマンツーマンディフェンス形ｂ地点送る帰り今度集合送っくこ形り集合切っ数程度出くる方今運航仕方方ふ思っり', 'どり海上保安庁警察第一義的出るわけま海上保安庁警察けど守り切場合ど場合出く大変悩ま話', 'っ日本戦争突進っ動機大部分必要性迫', 'っっ申上げシチュエーションまり不審船り米海軍見け共同情報交換不審船一般船舶アクション行動くこ単防御けく米軍武力行使まる情報非常重要役割果言武力行使一体化判断る可能性るじゃ', 'っこ事案出ゃけ前提海上警備行動発令自動的行わる仕組み考ど', 'ぜひ聞逆サイバー攻撃対象国家例国家組織く民間企業民間事業体原子力発電所っ言水道そ武力攻撃相まっ相手方ど方くサイバー攻撃日本民間事業体日本まざま社会的経済的機能動く枢要民間事業体武力攻撃一環サイバー攻撃ふ思わょ宮澤政務官']","['実今りり一度安保委員会大臣一回そ答時間っ思ま例リエク・マシャールゲリラ的動組織仮宿営地攻撃事態生じま場合南スーダン大虐殺起まっ国準る組織け武力紛争戦闘行為', '攻勢対航空・戦略攻撃政策超る行動当る理由今言わっけどっり思', '転用話るわけけど形イランテロ輸出兵器輸出可能性船舶洋上阻止けけ補給く我国けけわけ法目的九・一一テロま脅威終わっ前提く法律アメリカイラン革命隊テロ組織言アメリカ理屈国際社会まっ日本政府ま認め']"
17,33,17_ざ出動使庁研究認める_経済問題国家問題_外務省問題省問題_今そ状況省問題,"['ざ出動使庁研究認める', '経済問題国家問題', '外務省問題省問題', '今そ状況省問題', '大臣小野寺大臣自身省', '上公表問題わ日本政府説明ょ', 'マニュアル出証明責任庁思', 'ろ問題省説明方', 'ま日本問わ問題', 'ま局長立場る言葉逃げるくマネジメント責任持っ']","['国会責任省・隠蔽体質す必要', '我国すべ省・実自分ち選択守る政策走っまっ', '○塩川委員最初省監視機能働認めま体制確保監視・適正化委員会機能ど疑問']"
18,33,18_けど問題_見解対立_ぜ申上げる例小泉純一郎総理大臣平成十六年衆議院本会議っゃっ件けど_そ意味委員言わる小沢幹事長持論国連決議武力行使含め憲法上可能そ法案く後方支援認める法案ま,"['けど問題', '見解対立', 'ぜ申上げる例小泉純一郎総理大臣平成十六年衆議院本会議っゃっ件けど', 'そ意味委員言わる小沢幹事長持論国連決議武力行使含め憲法上可能そ法案く後方支援認める法案ま', '学者皆動向気るけど総理存立危機事態行使憲法変行使同じ朝日新聞調査けど憲法学者百二十二人中百四人反対', '今官房長官っゃっ閣議決定後国会御議論く法律案立法府審議く政府行使閣議決定決め形国会審議場全く別話ま法律案出すま決まっまり四月八日安倍総理発言間違', '与党方々砂川判決持ち出ま', '今ち議論与党協議終わっ閣議決定こ議論半集中嫌思けど的外議論前回外務委員会二週間前岸田外務大臣質問まけど仮政府解釈変更限定的認める岸田大臣こっゃまね', '問題り今国会議論重ね歴代内閣主張上っ解釈国会議論くど七月一日与党協議日閣議決定', '野党有志基本法くっ政府仮方針出ちっ憲法憲法解釈個別法間埋める基本法必要じゃ観点前アウトライン発表けど外務大臣自民党代議士国家基本法基本法こっ制定そ御意思引続持っ']","['余り時間りっわけけど昨年安保法制戦争法案呼り審議際行使容認憲法整合性政府・与党方々砂川判決持ち出ま', '毎日新聞直近世論調査賛成五一％反対三〇％合憲規定問題ろ素朴答思よ', 'ぜ申上げる例小泉純一郎総理大臣平成十六年衆議院本会議っゃっ件けど「見解対立」けど問題「便宜的解釈変更く今後正面憲法改正議論解決図ろ筋」']"
19,33,19_こっふ国際競争力国内産業買コスト過大まっじゃ本当利益率透明性適切程度考くる_逃げ直前発信警報システム日本国内不安持わけ果将来装備品移転押すべく今回法案目的けど基盤技術強化維持っ果需要ろ_ビヨンド５ｇけど通信ネットワークり基幹技術日本国産技術特許押る経済上望ま思_今国内サイバーセキュリティー人材部門けく民間非常不足ｉｔ人材自体育成国課題っり育成す民間人材供給寄与考り,"['こっふ国際競争力国内産業買コスト過大まっじゃ本当利益率透明性適切程度考くる', '逃げ直前発信警報システム日本国内不安持わけ果将来装備品移転押すべく今回法案目的けど基盤技術強化維持っ果需要ろ', 'ビヨンド５ｇけど通信ネットワークり基幹技術日本国産技術特許押る経済上望ま思', '今国内サイバーセキュリティー人材部門けく民間非常不足ｉｔ人材自体育成国課題っり育成す民間人材供給寄与考り', '力支るインフラ産業役割装備品製造限定思っりま補修補給役割担っろ考', 'エネルギーっ上経済観点エネルギー政策考くけ', 'エコノミー観点踏まけｚホールディングスｇａｆａレベル視野入るるよプレーヤー日本育成思っ', 'ま岸田政権言っ経済面漢方医療現場欠原材料中国依存そ状況日本転換く新形サプライチェーン国内回帰ふ形る思大見方捉ま思', 'っ過度装備品調達走るく持続的力整備可能水準対応すべり', 'っ新企業参入妨げりるべく積極的企業取り入考既存関係産業分野積極的事業活動促進けけ']","['村山教授サプライチェーン確保経済範囲基幹インフラ安全性信頼性確保本来サイバーセキュリティー分野整理すべじゃ先端的技術軍民両用技術先緒方質問ま省関わる技術経済安保対象こふ述べっゃ', '「行政システム教育経済雇用国地方関係外交基本的枠組み多く二十一世紀時代大変化けく」「今こ戦後レジーム原点ぼっ大胆見直新船出すべ来', '問題クリアけ政府上安心思産業政策的データ・ドリブン・エコノミー観点踏まけＺホールディングスＧＡＦＡレベル視野入るるよプレーヤー日本育成思っ']"
20,32,20_わ国武力攻撃一環行わる国民深刻被害る弾道ミサイル等攻撃防ぐ憲法範囲内国際法遵守専守考方下相手領域内弾道ミサイル等阻止能力保有含め抑止力向上新取組必要_長射程スタンドオフミサイル取得実効的敵基地反撃能力保持り安保法制制定時想定考説明行使敵基地攻撃可能る戦後政策大転換点_具体的機能港湾施設設置輸送機発着滑走路新設必要弾薬物資救難物資備蓄部隊展開訓練休養等施設設置等必要ふ事細列挙役割強化求め_存立危機事態まり行使形反撃能力持反対,"['わ国武力攻撃一環行わる国民深刻被害る弾道ミサイル等攻撃防ぐ憲法範囲内国際法遵守専守考方下相手領域内弾道ミサイル等阻止能力保有含め抑止力向上新取組必要', '長射程スタンドオフミサイル取得実効的敵基地反撃能力保持り安保法制制定時想定考説明行使敵基地攻撃可能る戦後政策大転換点', '具体的機能港湾施設設置輸送機発着滑走路新設必要弾薬物資救難物資備蓄部隊展開訓練休養等施設設置等必要ふ事細列挙役割強化求め', '存立危機事態まり行使形反撃能力持反対', '問題提言', '我国安全直結周辺事態法解釈活動非戦闘地域行プラス武力行使一体化歯どめっ', '問題アメリカ個別的自衛権行使助太刀ヨーロッパ諸国行使軍事作戦一部分日本構成ね紛く', '我国米軍盾矛関係まり憲法関係自衛必須行動他国領域内武力行使目的軍事作戦展開回避従来政府方針想起す米軍駐留経費程度負担憲法的正当性考', '先総理最初記者会見挙げ公海上一緒行動アメリカ攻撃受け場合日本一緒排除自衛権範疇行使可能性り残く必要あろ思直接戦闘行為当例通信輸送補給整備警備情報交換医療災害救援公海上パトロールこっりど一定条件緩和く必要', '三角構造陸上部隊邦人命守るべく合理的必要範囲武器使用加害行為抑止法的性格る考']","['問題アメリカ個別的自衛権行使助太刀ヨーロッパ諸国行使軍事作戦一部分日本構成ね紛く', 'スタンドオフ能力先制攻撃る敵基地攻撃能力保有点撤回強く求める', '問題提言「わ国武力攻撃一環行わる国民深刻被害る弾道ミサイル等攻撃防ぐ憲法範囲内国際法遵守専守考方下相手領域内弾道ミサイル等阻止能力保有含め抑止力向上新取組必要']"
21,31,21_こ両国み合続ける以上戦闘行為発生く状況わけこ状況派遣武力行使巻込ま不思議状態思よ_船舶検査法基づく活動強制性武器使用非常制限っアメリカけ支援こ踏ま上今中ど枠組み使ぜひ真剣検討そ久間長官危惧今日本法制枠組み中周辺事態認定ま出動下令次段階日本側エスカレーション引金引く可能性わけり配慮けふ思っり_ま人命ま実力組織担っく例陸本当生身人間海空装備人くるわけそ意味人削減ちろ日本取り巻く環境安定平和こ言方けど今申上げるく中国ロシア中心周辺環境国際環境決安閑る環境ね_二目案見わりりけど暫定統治機構イラク暁ま例ｐｋｏ三原則受け入同意停戦合意当る環境整わけまそっ派遣全く否定ござまそ意味今送る問題多民生面活動特化現段階日本貢献すべふ思っり,"['こ両国み合続ける以上戦闘行為発生く状況わけこ状況派遣武力行使巻込ま不思議状態思よ', '船舶検査法基づく活動強制性武器使用非常制限っアメリカけ支援こ踏ま上今中ど枠組み使ぜひ真剣検討そ久間長官危惧今日本法制枠組み中周辺事態認定ま出動下令次段階日本側エスカレーション引金引く可能性わけり配慮けふ思っり', 'ま人命ま実力組織担っく例陸本当生身人間海空装備人くるわけそ意味人削減ちろ日本取り巻く環境安定平和こ言方けど今申上げるく中国ロシア中心周辺環境国際環境決安閑る環境ね', '二目案見わりりけど暫定統治機構イラク暁ま例ｐｋｏ三原則受け入同意停戦合意当る環境整わけまそっ派遣全く否定ござまそ意味今送る問題多民生面活動特化現段階日本貢献すべふ思っり', 'まりそ似起場合果日本そ訓練ま実際経験まり治安維持今行っ自衛官国行っ全く文化言葉違国民形一般市民わゆるテロリストゲリラ見分ける非常不可能近思', '今果役割一定程度区切り点く問題視日報含め現地部隊強危機感持っ任務当っこ報告書取り扱っり重要視っじゃ現状把握っりっじゃそ意味派遣継続続まっじゃ点問題視', 'ま未知状況陸上ちろ受け入国領域国同意取りけ上るわけけどそ国政情不安わけねゲリラテロリスト襲っくるわそ状況ま活動実績陸上派遣こ難易度ｐｋｏ実高じゃ思っ', '具体的被災地災害物資補給運送業者等協力得避難所送り込むろ援助物資届くそ中物価そむちゃくちゃ形混乱っ思', 'まり日本側外務省職員り省職員りり拉致問題徹底拉致被害者名前出身地事件起頭込方会っ場合あ々ね日本語ゃべる本人人定るり方一緒初め実効性思こ救出米軍協力求めるっ当然主体我国べ思点ど協議', '委員こ装備品世界我国求め中破壊兵器殺傷能力高り持べ死商人武器商人日本りるべニーズ果世界中日本求め別機会り思けど思わけね']","['今果役割一定程度区切り点く問題視日報含め現地部隊強危機感持っ任務当っこ報告書取り扱っり重要視っじゃ現状把握っりっじゃそ意味派遣継続続まっじゃ点問題視', '○長島（昭）委員終わりけど治安維持当っ安定化努力米英初め多国籍軍安全確保支援活動っわけ多分治安状況治安ちイラク人るる一タイミングろ思辺り見わめ思', '○渡辺（周）委員こ装備品世界我国求め中破壊兵器殺傷能力高り持べ死商人武器商人日本りるべニーズ果世界中日本求め別機会り思けど思わけね']"
22,30,22_そそ民進党二〇〇九年政権獲得間累次関連法案反対ざ政権く自動失効廃止一除反対関連法制全修正廃止く自民党中心政権築制度体系上指揮命令_省職員給与等法律一部改正法律案附帯決議_委員トランプ求める求めわ費増反対世論多数わけよ_同時多発テロ受け当時テロ特別委員会審議民主党海外派遣原則国会事前承認求めま与党反対ま,"['そそ民進党二〇〇九年政権獲得間累次関連法案反対ざ政権く自動失効廃止一除反対関連法制全修正廃止く自民党中心政権築制度体系上指揮命令', '省職員給与等法律一部改正法律案附帯決議', '委員トランプ求める求めわ費増反対世論多数わけよ', '同時多発テロ受け当時テロ特別委員会審議民主党海外派遣原則国会事前承認求めま与党反対ま', '平成十一年周辺事態法他関連法くよ民進党反対法案よ', '憲法違反法律存在認め関連法廃止法案国会提出', '党代表庁職員給与等法律一部改正法律案賛成立場御質問一切り口費方種々問題御質問思', '先週議論規定案今回合区解消案教育無償化わゆる改憲四項目効果必要性疑わり', '会議設置法一部改正法律案武力攻撃事態我国平和独立並び国国民安全確保法律案法庁職員給与等法律一部改正法律案附帯決議', '以外民進党反対あ関連法中民主党政権三年三カ月間民主党政権積極的改正法律']","['会議設置法一部改正法律案武力攻撃事態我国平和独立並び国国民安全確保法律案法庁職員給与等法律一部改正法律案附帯決議（案）政府標記三法施行当っ次諸点留意運用遺憾期すべ', 'そそ民進党二〇〇九年政権獲得間累次関連法案反対ざ政権く自動失効廃止一除反対関連法制全修正廃止く自民党中心政権築制度体系上指揮命令', 'そそ民進党二〇〇九年政権獲得間累次関連法案反対ざ政権く自動失効廃止一除反対関連法制全修正廃止く自民党中心政権築制度体系上指揮命令']"
23,29,23_そ中ょ加藤大臣国家追悼方論点省常日ごろ国民広く国命げ員皆様二千一柱ま追悼思げるそる体制思っ不十分思っ_り最初三日間救命活動救援活動迅速赴適切行動く災害時大事改め今回感じ次第_精っぱま今地元自治体行事る限り出席皆様激励ふ思っ_立場違けどイラク中東派遣皆方無事職務全帰っこる我党心祈念改め国民皆方申上げふ思,"['そ中ょ加藤大臣国家追悼方論点省常日ごろ国民広く国命げ員皆様二千一柱ま追悼思げるそる体制思っ不十分思っ', 'り最初三日間救命活動救援活動迅速赴適切行動く災害時大事改め今回感じ次第', '精っぱま今地元自治体行事る限り出席皆様激励ふ思っ', '立場違けどイラク中東派遣皆方無事職務全帰っこる我党心祈念改め国民皆方申上げふ思', '皆様方活躍是非今後引続支援まり思っり', '現場頑張っ員皆方努力相当ろ認識', '現地活動皆余り気毒', '犠牲方悔み申上げ員こそ大変危険冒人命救っ復興努力る敬意表思感謝申上げ思', '消防警察地域住民皆発災時瞬発力改め評価ふ思', '派遣る海上皆まぜひ立派活動全一日早く無事帰国く国民一人祈り申上げふ思']","['静岡県民一人言わけま災害対策二正面作戦念頭置省・皆様方活躍是非今後引続支援まり思っり', '昭和二十九年庁・創設以来ひど憲法違反存在こ言わ方現場庁自衛官皆歯食っこそ命け仕事精励こ国民一人心敬意表ふ思', '我国崇高国家存立基本担省・二年ぶり戻るり大変光栄存じ改め職責重大痛感り']"
24,27,24_そす実際上米国最終的決定権持る自国矛盾事態今御答弁含め考起こり得る危惧_規定分野宇宙利用る道開ま先一九八五年政府統一見解明記_今行使認める政府弁明ごく崩去っ_上本法案第四条第二号災害時等医療提供用主供船舶保有規定既存艦艇目的基本的国り同号船舶該当言難理解り,"['そす実際上米国最終的決定権持る自国矛盾事態今御答弁含め考起こり得る危惧', '規定分野宇宙利用る道開ま先一九八五年政府統一見解明記', '今行使認める政府弁明ごく崩去っ', '上本法案第四条第二号災害時等医療提供用主供船舶保有規定既存艦艇目的基本的国り同号船舶該当言難理解り', '先言ま国民八割政府説明不十分中限定的行使解釈変わりま', '四十七年政府見解整フルサイズ観念拒否こ理解よろ', '一考方我国安全重大影響及ぼす可能性限定的行使許る考方', '一考方', 'イ外国政府又国際機関交渉又協力方針又内容国民生命身体保護領域保全他重要', 'アンドね国家著支障来出得るじゃ']","['ちょっ分けま第一要件三目「我国活動外国軍隊武力攻撃」案一政府案り閣議決定まま構成要件まっど国民皆様不安そ払拭思', '要観点政府調達海外方入っけ例外定める部分文書中特定秘密法別表「イ外国政府又国際機関交渉又協力方針又内容国民生命身体保護領域保全他重要」該当よろょ', '」規定分野宇宙利用る道開ま先一九八五年政府統一見解明記「衛星直接殺傷力破壊力利用認め」規定現在有効考よど']"
25,26,25_政府見解昭和四十七年以降現行憲法九条下行使容認読み取る四十七年以降っ見解ふ言っわけ_政府適切形憲法解釈明行使可能憲法改正必要指摘必当_違憲論鎮静第九条二項現実け離条文削除_裁判所っり見解出憲法解釈中身変くく憲法改憲論議国民運用範囲明文化ふ思,"['政府見解昭和四十七年以降現行憲法九条下行使容認読み取る四十七年以降っ見解ふ言っわけ', '政府適切形憲法解釈明行使可能憲法改正必要指摘必当', '違憲論鎮静第九条二項現実け離条文削除', '裁判所っり見解出憲法解釈中身変くく憲法改憲論議国民運用範囲明文化ふ思', '行使認める判断政府適切形新解釈明可能憲法改正必要指摘必当考ござ', '自民党見直係る憲法問題憲法解釈政府安保政策見直合わ形解釈変更く又自民党憲法草案憲法九条書換る考思', '総理っゃっ二月五日行使関政府適切形新解釈明可能憲法改正必要指摘必当考考同意る', '続まま行使憲法解釈変更方法三得る思', '結論言明記必要', '立法府責任憲法審査会三文書憲法第三者的立場改め議論必要思']","['改め確認専守表現法的位置づけ条文読み解け書', 'ち推測政府・自民党見直係る憲法問題憲法解釈政府安保政策見直合わ形解釈変更く又自民党憲法草案憲法九条書換る考思', '「そそ憲法個別的自衛権明文規定わけござま御承知りろ思」後「行使認める判断政府適切形新解釈明可能憲法改正必要指摘必当考ござ']"
