Topic,Count,Name,Representation,Representative_Docs
9,58,9_結果我国力安全行政内外信頼大く損わま_こ中我国ま地域力安全っり我国教訓知見生貢献考り_次福島事故教訓インド輸出東電福島第一事故経験教訓世界共有世界力安全向上核不拡散貢献く我国責務考り_茂木国務大臣東電福島第一事故経験教訓世界共有世界力安全向上貢献く我国責務考り,"['結果我国力安全行政内外信頼大く損わま', 'こ中我国ま地域力安全っり我国教訓知見生貢献考り', '次福島事故教訓インド輸出東電福島第一事故経験教訓世界共有世界力安全向上核不拡散貢献く我国責務考り', '茂木国務大臣東電福島第一事故経験教訓世界共有世界力安全向上貢献く我国責務考り', '我国こ作業進め事故経験教訓生技術発展世界力安全貢献く世界最高水準安全性実現く方針', '我国ま一昨年事故原因調査状況力安全取り組み等最新状況トルコ側対丁寧説明力安全確保る協力け考', '我国ま我国持教訓経験こそ様々トルコ調査等踏まっり共有力安全貢献く立場認識り', '我国事故得教訓生我国力協力求める新規導入国力安全担人材育成制度整備等面最大限貢献考り', '我国力平和利用一貫貫信頼性大核セキュリティー技術結びけ貢献結びけ', '技術世界共有世界力安全向上貢献く我国責務考り']","['○国務大臣（岸田文雄君）福島第一事故経験教訓国際社会共有国際的力安全向上すべく国際的ルール枠組み強化貢献く重要十分認識り', '結果我国力安全行政内外信頼大く損わま', '結果我国力安全行政内外信頼大く損わま']"
10,58,10_力災害被災地域帰還促進環境整備福島イノベーション_ｒｅｉ始め福島イノベーション_福島国際研究教育機構構築ど息長取組っり支援る東日本大震災復旧復興要財源引続責任持っ確保まり_力災害被災地域帰還促進環境整備事業者農林漁業者再建ど幅広く対応必要思,"['力災害被災地域帰還促進環境整備福島イノベーション', 'ｒｅｉ始め福島イノベーション', '福島国際研究教育機構構築ど息長取組っり支援る東日本大震災復旧復興要財源引続責任持っ確保まり', '力災害被災地域帰還促進環境整備事業者農林漁業者再建ど幅広く対応必要思', '汚染水', '復興大臣覚悟下力災害風評被害対策輸入規制緩和撤廃働け単る復旧どま将来見据農林水産業復興取り組み', '津波被災地域生活インフラ復旧住ま再建むね完了見込みり福島力災害被災地域今月大熊町一部地域避難指示解除ｊヴィレッジ駅開業予定るど復興再生向け動一歩一歩けど着実進考り', '被災地復興再生向け関係機関連携除染現場安全確保政府っり取り組まり', '風評被害御苦労るょ個人的見解新農業っぱり地域再生る含めモックアップ災害対応ロボット農業あ新産業基盤再構築り福島県決定国家戦略特区絵描提案良道こ考り', '食品信頼回復図り']","['中福島復興向け中長期的取組必要福島第一・汚染水・処理水対策風評対策Ｆ―ＲＥＩ始め福島イノベーション・コースト構想着実推進帰還困難区域避難指示解除向け取組解除後生活環境整備こ取り組み本格的復興再生向け全力尽くけ引続こ努力求め感じり', '福島復興再生向け帰還困難区域避難指示解除向け取組具体化ＡＬＰＳ処理水国内外理解醸成始め福島第一・汚染水・処理水対策福島国際研究教育機構Ｆ―ＲＥＩ始め福島イノベーション・コースト構想推進ど取り組まり', '力災害被災地域帰還促進環境整備福島イノベーション・コースト構想軸産業集積事業者農林漁業者再建ど復興・創生期間後対応必要']"
11,56,11_細野豪志君_枝野幸男君_国務大臣_そ意味宮沢大臣経産大臣職務っく資質本当持ちど含め議論ふ思,"['細野豪志君', '枝野幸男君', '国務大臣', 'そ意味宮沢大臣経産大臣職務っく資質本当持ちど含め議論ふ思', '無効今法的意味ど解釈思率直申上げる直下組織力安全', '細野国務大臣吉井委員っ力取り組問題点指摘そっ意味御見識津波対策含め最厳く指摘意味本当尊敬り', '福井安全専門委員会長年わま福井県数抱中積み重ね福井県自体様々慎重検討判断尊重く国取るべ態度ふ思っり', '細野委員度強調けど要力発電所必要性部分ちっ国意思持べふ思っ', '立場今回事故受けま力規制り強化け思ござ', '海江田国務大臣長時間け段階的ま議論けけま今ま日本力発電所安全性高める今発電所安全性高める一番力注り']","['○国務大臣（細野豪志君）大久保委員御指摘り中働作業員健康管理非常重要ござ同時県民皆間広っ不安っりこく責任ちろ国最大ふ考り', '○国務大臣（細野豪志君）ま一次評価りけど稼働後ぞ全二次評価課すり再度そ評価行わる考り', '○国務大臣（細野豪志君）力委員会担当昨年一年前ござ少早段階十分辺事務局体制っり自分り踏み込見よっふ率直反省り']"
12,54,12_こ安全保障体制事業者規制両面力発電所安全確保まり_高独立性有力規制委員会安全性確認け力発電所運転仕組み大前提あゆる選択肢追求く基本的考方_力安全性確保大前提力規制委員会新規制基準適合認め場合判断尊重地元理解得進めまり_高独立性有力規制委員会科学的技術的審査世界最厳レベル新規制基準適合認め力発電所判断尊重地元理解得進める政府一貫方針ござ,"['こ安全保障体制事業者規制両面力発電所安全確保まり', '高独立性有力規制委員会安全性確認け力発電所運転仕組み大前提あゆる選択肢追求く基本的考方', '力安全性確保大前提力規制委員会新規制基準適合認め場合判断尊重地元理解得進めまり', '高独立性有力規制委員会科学的技術的審査世界最厳レベル新規制基準適合認め力発電所判断尊重地元理解得進める政府一貫方針ござ', '力発電所安全性力規制委員会専門的判断委ね規制委員会世界最厳水準規制基準審査行わ判断ど尊重り', '高独立性有力規制委員会科学的技術的審査世界最厳レベル新規制基準適合認め判断尊重一地元理解得進める政府一貫方針ござ', '厳格制度下高独立性有力規制委員会経年劣化対応含め安全性確認け力発電所運転こっ仕組み大前提全く変わりま', '反省上立っ炉利用推進規制分離わけ', '国務大臣個別力発電所新規制基準適合性審査ま力規制委員会所掌コメント控思事業者所管立場今回日本原電資料誤り続状況極め残念', '国務大臣個別発電所規制基準適合否ま高独立性有力規制委員会判断行ま立場経済産業大臣立場コメント差控思']","['○西村（康）国務大臣個別力発電所新規制基準適合性審査ま力規制委員会所掌コメント控思事業者所管立場今回日本原電資料誤り続状況極め残念', '○西村（康）国務大臣個別発電所規制基準適合否ま高独立性有力規制委員会判断行ま立場経済産業大臣立場コメント差控思', 'ま力安全・保安院安全委員会ぞ関与形ストレステスト導入炉心損傷至確認こそ多様電源水源確保確認考り']"
13,50,13_くろろ知恵出ろろ発電行っ自分石油火力け純粋石油方け電力使く契約契約需要家あそぬけど電力使っ面同じっ力発電る経費全部あ負担確今後分キロワットアワー当十四銭ござけど御負担くちょっ適当ふ考る今回政府考方御理解思_関けど金額高安別っ非常実現困難あろっｃｏ２排出量くす再エネどけ大くるけ非現実的ひょっ分_ｃｏ2削減環境面考今後エネルギー政策展望考る電事連皆様立場恐く非化石化プラス化石系高度化利用柏木先生先陳述り考方っっざっく言力発電中心け表現悪けど新エネルギー電気事業者皆様っ厄介者余りど嫌々合っこっ本音ど邪推わけ_力国産るけ安定的供給るエネルギーっけ異存ま,"['くろろ知恵出ろろ発電行っ自分石油火力け純粋石油方け電力使く契約契約需要家あそぬけど電力使っ面同じっ力発電る経費全部あ負担確今後分キロワットアワー当十四銭ござけど御負担くちょっ適当ふ考る今回政府考方御理解思', '関けど金額高安別っ非常実現困難あろっｃｏ２排出量くす再エネどけ大くるけ非現実的ひょっ分', 'ｃｏ2削減環境面考今後エネルギー政策展望考る電事連皆様立場恐く非化石化プラス化石系高度化利用柏木先生先陳述り考方っっざっく言力発電中心け表現悪けど新エネルギー電気事業者皆様っ厄介者余りど嫌々合っこっ本音ど邪推わけ', '力国産るけ安定的供給るエネルギーっけ異存ま', '非常素朴疑問仮消費者方幾メニュー提示例リニューアブルエナジー非常値段高料金プラン力り大規模火力発電所中心安料金プラン提示実際消費者方前者選ぶ可能性前者選ぶ方大く出くるど', '力立地給付金形割引設定国交付金使けど現地立場例柏崎市実勢大体約二割程度電力料金割引ふ聞災害まより電力料金含め消費者見る形弾力的割り引く形る皆元気る復興早け早り日本エネルギー政策非常思点政務官御意見ふ思けど', '原価変動調整積立金別途積立金まこっ事態積み立わけござ各電力会社自主的ま取崩自主的合理化努力東京電力以外今値上げ具体的話来りまろ停止状態続けそっ追込まっりこ活用値上げるけ促まり', '同時まざま安全対策るま万一事故起場合被害等最小限食めるこっ対策っまり考ま八', '向け既施行機構力発電所持っ電力会社機構資金拠出っりど状況電力会社負べ損害負担仕組みくりそっ意味現状前提賠償資金電力会社拠出万全賠償行一応枠組みく思っり', '四円石炭火力九']","['日本大手電力発電量今三五％以上力発電るわけござ力利益享受方御負担願方意味負担公平るじゃ', '依存率減くこ基本的考方例政調会長っゃる仮二十四基動ま普通稼働率七六％二〇％こくるわけま今回新エネルギー基本計画まぞエネルギー源ご強み弱み位置づけっりこ中省エネ再生可能エネルギー最大限導入こっっり書込み思っり', '同時まざま安全対策るま万一事故起場合被害等最小限食めるこっ対策っまり考ま八・九円以上事故対策費倍場合九・四円石炭火力九・五円低水準ま全体エネルギー中低廉電源こ位置づけ変わ思っり']"
14,40,14_あ政府役割力規制委員役割関ろ御議論ふ思_現在新規制基準パブリックコメント行わ一覧見ま本当膨大量大変作業思っり_先申上げまサイト周辺ど影響っり規制委員会適切評価基本思_データ自体全体データ公開隠す意図っ調査人間力安全委員会見解間違っろ考り,"['あ政府役割力規制委員役割関ろ御議論ふ思', '現在新規制基準パブリックコメント行わ一覧見ま本当膨大量大変作業思っり', '先申上げまサイト周辺ど影響っり規制委員会適切評価基本思', 'データ自体全体データ公開隠す意図っ調査人間力安全委員会見解間違っろ考り', 'っ力規制委員会影響力及ぼそり全く政府例責任持っ力防災対応すべ言わ知りま言まよね', 'どっ方式力規制委員会規制クリア大事申上げ乾式キャスク自体否定ま', 'よ力規制委員会運営判断引続独立行わるべ考り', '令和二年年様々賛否ろ思一定力規制委員会結論安全上観点年数言適切出ろそ受け止めわけ', '都度力規制委員会基準他基準満永遠使続けよくちゃじゃ', '保安院経済産業省時点法律的手続合格証発行ござめ国民信頼ござ超法規的安全委員会ま申まょ安全委員会アドバイス安全委員会協議行っ国民理解得る努力けけこ考方ござ']","['そわ合格基準出そわけござ大変残念ま力安全・保安院経済産業省時点法律的手続合格証発行ござめ国民信頼ござ超法規的安全委員会ま申まょ安全委員会アドバイス安全委員会協議行っ国民理解得る努力けけこ考方ござ', '○中村（裕）委員明白形りまけど力規制委員会審査り必要条件べ思', '三条委員会独立力規制委員会議論ござま内容コメント差控けど委員ぞ専門性基づ議論上力規制委員会設置法……（櫛渕分科員「大臣申訳点聞ね」呼ぶ）基づ合議制下委員会決定承知り']"
15,39,15_力事故エネルギー政策批判含め幅広御意見っり伺経済産業政策反映日本経済再生国民皆様一人一人暮向上る全力取り組まり_ちろ力発電所運転進める当っ地元御理解向け事業者自っり地域向合っ信頼築く必要_政府引続立地自治体周辺自治体含め理解活動丁寧進める重要考りエネルギー政策力意義含め丁寧説明尽く幅広理解得る取り組く必要思っり_今後立地地域関係対面り取り含め双方向コミュニケーション丁寧積み重ね力政策理解確保く各地域御意見適切酌み取っ受け止めふ考り,"['力事故エネルギー政策批判含め幅広御意見っり伺経済産業政策反映日本経済再生国民皆様一人一人暮向上る全力取り組まり', 'ちろ力発電所運転進める当っ地元御理解向け事業者自っり地域向合っ信頼築く必要', '政府引続立地自治体周辺自治体含め理解活動丁寧進める重要考りエネルギー政策力意義含め丁寧説明尽く幅広理解得る取り組く必要思っり', '今後立地地域関係対面り取り含め双方向コミュニケーション丁寧積み重ね力政策理解確保く各地域御意見適切酌み取っ受け止めふ考り', '政府ま引続安全確保大前提上地元御理解得くエネルギー政策力意義含め丁寧説明尽くく避難計画関係自治体連携政府挙げ策定支援取組通じ力発電所着実進め考り', '今後力利用く立地地域御理解御協力欠ま', '事業者真摯努力続け地域信頼関係築くべ国エネルギー政策力意義含め丁寧説明尽くく政府方針変わりござま', '事業者真摯努力続け地域信頼関係築くべ上経産省エネルギー政策力意義含め丁寧説明尽くまり政府全体避難計画等支援まり', '上政府前面立ち立地自治体等関係者理解協力得るエネルギー政策力意義含め丁寧説明尽くまり思っり', '上力発電所稼働地元皆様理解信頼得進めく重要']","['他方当省手こまねわけく力発電所円滑進む産業界事業者間連携安全審査的確対応働け行国前面立っ立地自治体等関係者理解協力得る粘り強く取り組ま所存ござ', '力事故エネルギー政策批判含め幅広御意見っり伺経済産業政策反映日本経済再生国民皆様一人一人暮向上る全力取り組まり', '力事故エネルギー政策批判含め幅広御意見っり伺経済産業政策反映日本経済再生国民皆様一人一人暮向上る全力取り組まり']"
16,37,16_枝野幸男君_細野豪志君_国務大臣_ま前提政府前向ま,"['枝野幸男君', '細野豪志君', '国務大臣', 'ま前提政府前向ま', '海江田国務大臣ま後ろ質問答想定外使わ政策すべあめるイコール思っり', 'り本当炉安定一番思っり', '枝野大臣同じ認識持っりま菅政権野田政権スタンス変わっふ考りま', '一一力規制問題りふ思っり', '力委員会同様今役割全く変果く思', '伴野副大臣脱っり言葉使っ承知り']","['○国務大臣（細野豪志君）岡田委員御指摘り問題世界全体見判断く極め大事考り', '自由民主党こ近岡科学技術庁長官不退転決意力・科学技術政策信頼回復ける真摯姿勢高く評価支持不信任決議案断固反対', '○枝野国務大臣三・一一力規制問題りふ思っり']"
17,37,17_半世紀以上わ力利用使用済燃料既存在以上高レベル放射性廃棄物最終処分必解決け重要課題_安全確保大前提国民理解信頼得力発電核燃料サイクル高レベル放射性廃棄物処分積極的推進まり_半世紀以上わ力利用使用済燃料既存在以上高レベル放射性廃棄物最終処分必解決け重要課題将来世代負担先送り世代解決向け対策確実進める必要_半世紀以上わる力利用使用済燃料既存在以上高レベル放射性廃棄物最終処分必解決け重要課題,"['半世紀以上わ力利用使用済燃料既存在以上高レベル放射性廃棄物最終処分必解決け重要課題', '安全確保大前提国民理解信頼得力発電核燃料サイクル高レベル放射性廃棄物処分積極的推進まり', '半世紀以上わ力利用使用済燃料既存在以上高レベル放射性廃棄物最終処分必解決け重要課題将来世代負担先送り世代解決向け対策確実進める必要', '半世紀以上わる力利用使用済燃料既存在以上高レベル放射性廃棄物最終処分必解決け重要課題', '他方高レベル放射性廃棄物最終処分既約一万七千トン使用済み燃料保管中稼働否わっり取り組まゃ次世代先送り一課題', '力発電億年先人類使用済核燃料残すり', '今後安定的継続的力発電利用使用済燃料対策重要使用済燃料再処理貯蔵能力拡大高レベル放射性廃棄物最終処分等問題責任取組進めまり', 'っ力発電所核燃料サイクル施設使用済み燃料放射性廃棄物安全性不断高めく技術事業産業明確ビジョン掲げ戦略的育成く必要思', '今後安定的継続的利用使用済燃料対策待っ課題', '今力発電所使用済み燃料ど最終処分場どトイレマンション言わ状況ど']","['半世紀以上わ力利用使用済燃料既存在以上高レベル放射性廃棄物最終処分必解決け重要課題将来世代負担先送り世代解決向け対策確実進める必要', '安全確保大前提国民理解信頼得力発電核燃料サイクル高レベル放射性廃棄物処分積極的推進まり', '半世紀以上わ力利用使用済燃料既存在以上高レベル放射性廃棄物最終処分必解決け重要課題']"
18,34,18_航空分野研究開発海洋_極域力研究開発ど国主導取り組むべ基幹技術推進_先日開催国際宇宙探査閣僚級会合ｉｓｅｆ２取りまめ東京原則沿っ今後国際協調宇宙探査進めるｈ３ロケット二〇二〇年度初号機打ち上げ目指実機製造含め宇宙_こっ遠隔操作ロボット研究開発拠点申上げま福島第一活用最優先課題取り組むべこふ考り上開発技術例レーザーメス医療分野まざま産業分野今後将来的幅広く応用るこっ期待思っり,"['航空分野研究開発海洋', '極域力研究開発ど国主導取り組むべ基幹技術推進', '先日開催国際宇宙探査閣僚級会合ｉｓｅｆ２取りまめ東京原則沿っ今後国際協調宇宙探査進めるｈ３ロケット二〇二〇年度初号機打ち上げ目指実機製造含め宇宙', 'こっ遠隔操作ロボット研究開発拠点申上げま福島第一活用最優先課題取り組むべこふ考り上開発技術例レーザーメス医療分野まざま産業分野今後将来的幅広く応用るこっ期待思っり', '安全着実廃止措置係る取組ど推進まり', 'こ科学技術分野取り巻く状況変化踏ま日本力研究開発機構担っ量子ビーム研究核融合研究開発係る業務放医研集約取る今後様々分野イノベーション支る基盤量子科学技術係る研究開発推進世界トップ分野日本取組新研究開発法人更促進るふ期待思まり思', '事故炉研究開発新機構一元的企画調整機能下各機関等具体的研究開発実施担ま統合的進めるる考り', '国遠隔操作技術初め技術開発公募等国内外最すぐ技術研究者集めるる体制速構築すべ考遠隔操作技術溶融燃料分析技術開発必要予算措置速講るべ考考聞思', '一方完了デブリ溶解燃料取り出ど数多く技術課題存在りま科学技術所管文科省国内外英知結集安全確実実施研究開発人材育成行実施主体東京電力技術人材供給必要不可欠ふ思', '一方ｉｒｉｄま新機構企画推進研究開発担研究開発実施主体頑張っ']","['大規模自然災害対策等国民安全安心フロンティア開拓資課題解決型研究開発実施アルテミス計画参加含む国際宇宙探査Ｈ３ロケット打ち上げ宇宙・航空分野北極域研究船建造含む海洋・極域分野地震・津波観測研究等防災・減災分野二〇五〇年カーボンニュートラル脱炭素社会実現必要環境エネルギー分野力分野基礎・基盤研究支る人材育成「じゅ」「ふげ」安全着実廃止措置係る取組ど推進まり', '先日開催国際宇宙探査閣僚級会合ＩＳＥＦ２取りまめ東京原則沿っ今後国際協調宇宙探査進めるＨ３ロケット二〇二〇年度初号機打ち上げ目指実機製造含め宇宙・航空分野研究開発海洋・極域力研究開発ど国主導取り組むべ基幹技術推進', '先日開催国際宇宙探査閣僚級会合ＩＳＥＦ２取りまめ東京原則沿っ今後国際協調宇宙探査進めるＨ３ロケット二〇二〇年度初号機打ち上げ目指実機製造含め宇宙・航空分野研究開発海洋・極域力研究開発ど国主導取り組むべ基幹技術推進']"
19,34,19_こ知見っり貢献一材料尊重け思っ炉等規制法基づ力発電所等使用済燃料今現在我国適切管理り_西銘国務大臣中国韓国含む世界力施設ａｌｐｓ処理水放出計画上回る量トリチウム放出施設認識り_二階国務大臣ま説りウェスチングハウス力発電所東芝買収エネルギー安定供給地球環境対応観点力発電所極め重要問題認識り_再処理施設一年間放出放射性物質数力発電所百八十倍試算安全性観点人体影響評価直比較必要六ケ所再処理施設周辺ま力発電所ま規制値大く下回る値安全性十分確保るふ理解り,"['こ知見っり貢献一材料尊重け思っ炉等規制法基づ力発電所等使用済燃料今現在我国適切管理り', '西銘国務大臣中国韓国含む世界力施設ａｌｐｓ処理水放出計画上回る量トリチウム放出施設認識り', '二階国務大臣ま説りウェスチングハウス力発電所東芝買収エネルギー安定供給地球環境対応観点力発電所極め重要問題認識り', '再処理施設一年間放出放射性物質数力発電所百八十倍試算安全性観点人体影響評価直比較必要六ケ所再処理施設周辺ま力発電所ま規制値大く下回る値安全性十分確保るふ理解り', '事故影響野生鳥獣肉出荷制限りま食肉利活用捕獲鳥獣適切処理推進重要ござ', '南鳥島処理水移送大量液体放射性廃棄物海上移送前例長距離運搬方法検討力規制委員会許認可時間要考り', '一次系事故放射能漏っっ事故ふるそ考方まけどり力発電第一義安全必要立地地域並び国民信頼け成り立', '一九六六年力発電稼働当初最終的高レベル廃棄物処理力発電負側面避け通認識っわけござ', 'プルサーマル進める当ま力発電所けプルサーマル計画進まわけ', 'よ電気事業者今後見通踏ま六ケ所再処理工場稼働新プルトニウム利用計画策定考り']","['考方基づ力事業者責任貫徹る低レベル放射性廃棄物処分地決定含め国事業者サポート指導っり行っまり考', '○国務大臣（茂木敏充君）一般的新増設新力発電所建設既存力発電所追加的炉建設指す理解り', '我国力損害賠償制度国際標準適合海外認知る福島力発電所事故・汚染水作業外国企業参入当っ活動環境明確るっく考']"
20,30,20_ま話けど第一周辺地域将来土地利用計画含む復興計画具体化ど考る_ゆ市町村地域防災計画力災害対策指針等照具体的合理的考段階当該計画含む緊急対応地域力防災協議会場力災害対策指針ど照具体的合理的確認考り_避難道路整備ま力災害係る避難道路ま重大事故等災害発生際住民安全確保広域的緊急活動経路る防災上重要視点一認識ござ_避難計画含み地域防災計画策定法令上要件ござまけど地域住民安全安心観点極め重要考りま政府引続充実向け支援行っまり考り,"['ま話けど第一周辺地域将来土地利用計画含む復興計画具体化ど考る', 'ゆ市町村地域防災計画力災害対策指針等照具体的合理的考段階当該計画含む緊急対応地域力防災協議会場力災害対策指針ど照具体的合理的確認考り', '避難道路整備ま力災害係る避難道路ま重大事故等災害発生際住民安全確保広域的緊急活動経路る防災上重要視点一認識ござ', '避難計画含み地域防災計画策定法令上要件ござまけど地域住民安全安心観点極め重要考りま政府引続充実向け支援行っまり考り', '避難計画一旦策定後避難訓練実施等通じ不断改善充実取り組くっり避難計画地域力防災協議会当該地域緊急時対応力災害対策指針等沿っ具体的合理的内容確認必要力防災会議委員っゃっ了承必要考り', '過酷事故想定どけど避難計画ま東電福島第一事故発生時実施住民避難等範囲事前防災対策重点的充実すべ範囲大幅超事故教訓ｉａｅａ定め国際基準踏ま力規制委員会専門的技術的知見基づ定め力災害対策指針沿っ避難計画策定るふ認識り', '進め国責任避難計画策定中文字どり無責任', '迫る中こ道路是非急ぐ必要限陸路整備更必要活用実効性避難シミュレーション実施必要', '経済産業省関係省庁自治体一体避難計画等取りまめ改定際反映ど感染症流行下力災害対策力災害対策具体化現実化取り組まり思っり形けねっぱり', '状況自治体力災害避難計画策定当っま道路管理者策定除雪計画十分踏まる必要思っり']","['避難計画一旦策定後避難訓練実施等通じ不断改善充実取り組くっり避難計画地域力防災協議会当該地域緊急時対応力災害対策指針等沿っ具体的合理的内容確認必要力防災会議委員っゃっ了承必要考り', '災害発生際円滑避難る渋滞発生身動取くま', '三十キロ圏内市町村こっそそ制度防災行政無線整備制度防災対策事業債今度緊急防災・減災事業債こっ制度くりまそち活用ぜひ推進思っ']"
21,30,21_こっ漏起こっま遺憾改め_菅総理会見力安全_ま東京電力福島第一力発電所事故ま多く方々影響受け中こ事態防げっ反省っ忘考_まざま重要課題適切資源配分行っく同時中福島第一,"['こっ漏起こっま遺憾改め', '菅総理会見力安全', 'ま東京電力福島第一力発電所事故ま多く方々影響受け中こ事態防げっ反省っ忘考', 'まざま重要課題適切資源配分行っく同時中福島第一', 'ま東京電力福島第一事故まま多く方々影響受け中こ事態防げっ反省っ忘るくエネルギー政策取り組ゃけふ考り', '他方今回福島第一力発電所事故検証ま事故調査', '梶山国務大臣理解り', '今回タンク漏ま遺憾ま改め', '今回福島第一力発電所事故国際社会協力方議論一契機事実ま事故対策ど強力国際協力る体制早急組む必要点全く同意申上げる思', '政権っ風評被害対策福島避難民方々っあゆる施策次次打っ本当っ一番大事思']","['まざま重要課題適切資源配分行っく同時中福島第一・汚染水対策最優先取り組む指示り体制っそ考り', '○梶山国務大臣理解り・汚染水対策福島復興賠償ミッション持っ上東電経営っく上競争電源ど判断思', '菅総理会見力安全・保安院浜岡立入検査行っ翌日海江田大臣談話発表当日わ短期間浜岡津波防護措置評価変更運転停止急遽菅総理み要請ざる得状況わ数時間生じ重大問題']"
22,30,22_あわ今後力安全性向上研究開発人材育成っり取り組まり_あわ安全性向上絶追求く力イノベーション大政策課題認識り_茂木国務大臣長期間わる事業ま安全着実実施く力分野人材確保技術維持くこっ必要思っり_次法人力研究開発優成果上げる現場研究者技術者意欲持っ仕事取り組むる環境整備けくま優能力有研究者技術者確保る必要言思,"['あわ今後力安全性向上研究開発人材育成っり取り組まり', 'あわ安全性向上絶追求く力イノベーション大政策課題認識り', '茂木国務大臣長期間わる事業ま安全着実実施く力分野人材確保技術維持くこっ必要思っり', '次法人力研究開発優成果上げる現場研究者技術者意欲持っ仕事取り組むる環境整備けくま優能力有研究者技術者確保る必要言思', '日本今後力技術支る新技術開発人材っり育成く必要あろ思', '方針下革新炉研究開発人材育成将来る力サプライチェーン維持強化取組足下っり進めまり考り', '文部科学省引続力基盤安全支る幅広分野人材育成っり進めまり思っり', '文部科学省国際力人材育成イニシアチブま大学等産学官連携行放射線基礎専門教育力安全危機管理カリキュラム整備ど力基盤支る高度安全性追求図る幅広力人材育成支援思っり', '引続力人材技術産業基盤維持強化ける官民連携下っり取り組まり', '安定的継続的組織運営力安全規制質的向上図る高専門知識有人材っり養成継続的確保極め重要考り']","['今後こ国際連携含め力発電安全支る現場方々人材育成確保取組着実進めふ考り', 'こ枠組み中力防災体制充実強化取り組く重要考り', '力イノベーション大変大政策課題研究開発進めく必要思っり']"
23,29,23_力規制委員会新規制基準適合認め力発電所地元理解得進める安全性確保大前提運転期間延長次世代革新炉開発建設ど年末向け議論加速_長年懸案北海道_本州間送電線整備ど再エネ最大限導入向け取組加安全確保地域理解大前提る次世代革新炉建替運転期間一定期間延長進め_安全性確保る大前提着実進める同時新安全メカニズム盛り込ま次世代革新炉開発建設取り組む考ござ,"['力規制委員会新規制基準適合認め力発電所地元理解得進める安全性確保大前提運転期間延長次世代革新炉開発建設ど年末向け議論加速', '長年懸案北海道', '本州間送電線整備ど再エネ最大限導入向け取組加安全確保地域理解大前提る次世代革新炉建替運転期間一定期間延長進め', '安全性確保る大前提着実進める同時新安全メカニズム盛り込ま次世代革新炉開発建設取り組む考ござ', '運転期間延長含め既存力発電所着実運営く次世代革新炉開発建設将来投資向け経営基盤安定資考り', '現時点本大綱ま目標達成向け力発電安全性信頼回復全力傾注まり思っり', '現在稼働中炉含め円滑着実向け体制整備く国全体っ大課題', '次世代革新炉開発建設含め力投資安定的行わる必要ふ考り', '技術安全性資新素材新材料資研究開発行わり今既存力発電所応用る数多く思っり', '意味休止電源稼働確保追加的燃料調達こ対策着実実施御指摘安全性確認力発電所ま地元理解得最大限活用く方針']","['力規制委員会新規制基準適合認め力発電所地元理解得進める安全性確保大前提運転期間延長次世代革新炉開発建設ど年末向け議論加速', '長年懸案北海道・本州間送電線整備ど再エネ最大限導入向け取組加安全確保地域理解大前提る次世代革新炉建替運転期間一定期間延長進め', '長年懸案北海道―本州間送電線整備ど再エネ最大限導入向け取組加安全確保地域理解大前提る次世代革新炉建替運転期間一定期間延長進め']"
24,27,24_中我国輸出問題ちろ相手側国事情相手側要望そっ受け中我国事故反省等踏ま世界最高安全水準システム送り思っり_主要閣僚海外行っ我国すぐぜひく国く話そろろ課題持っ国相談受け国事情勘案上我国得る国際貢献くこっ基本的スタンス考り_相手国力政策力安全期待我国技術信頼性こっ踏ま前提けりま_相手国事情意向踏ま世界力安全向上平和利用向けま世界最高水準安全性有我国技術っり提供まり考り,"['中我国輸出問題ちろ相手側国事情相手側要望そっ受け中我国事故反省等踏ま世界最高安全水準システム送り思っり', '主要閣僚海外行っ我国すぐぜひく国く話そろろ課題持っ国相談受け国事情勘案上我国得る国際貢献くこっ基本的スタンス考り', '相手国力政策力安全期待我国技術信頼性こっ踏ま前提けりま', '相手国事情意向踏ま世界力安全向上平和利用向けま世界最高水準安全性有我国技術っり提供まり考り', '渡海国務大臣日本将来現在経済社会持続的発展国民生活守っく国責務そっ観点立っ力政策っり国家責任っく中ぞ役割あろ思', '松原委員略科協科協そっ北朝鮮科学技術っ貢献団体科協日本まざま公的例力開発機関等場合当然そっ情報知見こっ貢献べ祖国資可能性思っり', '日本力利用模索国々関心こ最後今後国々我国取り組み高関心っりこまり協力', '我国力技術活用希望場合我国相手国意向踏ま世界最高水準安全性有提供くべそっ考方っり持っ上現在国会協定提出協力ど含め進めまり考', '安全我国世界最高水準技術是非必要こっ声対ま我国福島第一経験貴重経験知見こっっっり貢献く当然べ姿考り', '協定中日本トルコ引続ま力安全ま協議場設けるこっ中身盛り込まりそっ場等通じまざま機会捉我国立場伝く努力考']","['中我国輸出問題ちろ相手側国事情相手側要望そっ受け中我国事故反省等踏ま世界最高安全水準システム送り思っり', 'こ世界期待受け日本福島第一経験知見っり世界共有今日培っ我国まざま技術提供くこ方針わけ我国こまざま蓄積経験通じ世界世界一安全信頼っり得く努力けけ思そっ趣旨総理申上げ考り', '我国力技術活用希望場合我国相手国意向踏ま世界最高水準安全性有提供くべそっ考方っり持っ上現在国会協定提出協力ど含め進めまり考']"
